Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019,2019
Kota Cilegon,0.000,0.395,1.324,0.502,0.838,-,4.319,0.301,0.234,0.985,0.244,0.092,0.334,0.102,0.133,0.139,0.967,0.161,0.728,0.092,0.155,1.449,0.393,0.745,1.036,0.258,0.458,0.130,0.238,0.860,0.309,1.929,0.001
Kota Serang,0.000,0.383,1.494,0.389,0.944,-,4.800,0.261,0.252,1.363,0.209,0.243,0.341,0.067,0.119,0.091,1.103,0.101,0.674,0.189,0.150,0.885,0.705,0.672,0.892,0.371,0.318,0.297,0.304,0.772,0.371,1.916,0.000
Kota Tangerang Selatan,0.000,1.300,1.020,0.483,1.101,-,2.565,0.241,0.288,0.986,0.308,0.383,0.200,0.229,0.249,0.093,0.545,0.089,0.630,0.177,0.300,0.616,0.556,0.371,0.257,0.446,0.323,0.308,0.189,0.983,0.275,0.379,0.001
Jembrana,0.000,0.289,1.529,0.421,2.338,-,1.647,0.059,0.144,1.810,0.117,0.041,0.313,0.159,0.158,0.114,0.614,0.034,1.188,0.090,0.149,0.614,0.035,0.035,0.127,0.267,0.206,0.291,0.241,0.517,0.259,1.235,0.015
Tabanan,0.000,0.471,1.626,0.417,2.312,-,2.079,0.151,0.170,1.128,0.231,0.041,0.173,0.121,0.127,0.078,0.764,0.052,1.092,0.046,0.156,0.642,0.357,0.017,0.418,0.383,0.101,0.461,0.391,0.892,0.291,0.401,0.002
Badung,0.000,0.952,1.614,0.316,2.526,-,2.031,0.303,0.141,1.914,0.471,0.261,0.289,0.271,0.261,0.324,0.801,0.106,0.578,0.123,0.421,0.693,0.339,0.105,0.306,0.578,0.359,0.546,0.313,0.881,0.352,0.746,0.010
Gianyar,0.000,0.889,2.438,0.554,3.335,-,2.410,0.429,0.144,2.069,0.339,0.268,0.310,0.190,0.451,0.318,0.875,0.066,0.934,0.118,0.410,1.078,0.309,0.035,0.637,0.502,0.082,0.546,0.703,1.330,0.357,0.919,0.013
Klungkung,0.000,0.439,1.834,0.435,2.714,-,1.518,0.154,0.339,1.577,0.227,0.134,0.302,0.074,0.262,0.153,0.593,0.041,1.065,0.088,0.227,0.327,0.252,0.037,0.565,0.564,0.063,0.200,0.179,0.550,0.222,0.620,0.022
Bangli,0.000,0.164,1.707,0.304,1.986,-,2.021,0.188,0.097,1.521,0.101,0.028,0.332,0.240,0.096,0.075,0.505,0.098,0.707,0.014,0.092,0.509,0.368,0.002,0.312,0.357,0.016,0.471,0.408,1.563,0.235,0.423,0.013
Karangasem,0.000,0.155,1.679,0.327,2.685,-,1.311,0.124,0.480,1.327,0.076,0.029,0.043,0.064,0.173,0.183,0.734,0.031,0.897,0.033,0.116,0.334,0.021,0.001,0.260,0.266,0.051,0.617,0.285,1.025,0.195,0.395,0.060
Buleleng,0.000,0.235,1.940,0.518,2.680,-,2.204,0.115,0.114,1.183,0.115,0.062,0.271,0.159,0.100,0.124,0.594,0.080,0.947,0.019,0.122,0.508,0.049,0.015,0.500,0.246,0.057,0.516,0.410,1.082,0.213,1.118,0.049
Kota Denpasar,0.000,0.969,1.630,0.462,2.742,-,1.934,0.268,0.199,2.332,0.432,0.313,0.134,0.318,0.296,0.291,0.791,0.066,0.697,0.138,0.437,0.688,0.206,0.120,0.412,0.540,0.490,0.459,0.298,0.906,0.333,0.669,0.007
Lombok Barat,0.000,0.305,2.253,0.830,2.264,-,3.907,0.060,0.325,1.663,0.138,0.216,0.062,0.141,0.410,0.109,0.386,0.135,1.423,0.137,0.226,1.206,0.014,0.033,1.829,0.828,0.106,0.509,0.303,1.149,0.328,1.750,0.010
Lombok Tengah,0.000,0.354,2.215,0.301,1.620,-,3.827,0.049,0.131,1.476,0.046,0.515,0.127,0.092,0.616,0.039,0.275,0.058,1.140,0.094,0.346,0.734,0.001,0.038,2.734,0.338,0.078,0.404,0.768,1.539,0.302,1.022,0.006
Lombok Timur,0.000,0.311,2.179,0.638,1.921,-,4.173,0.058,0.270,1.047,0.075,0.320,0.197,0.223,0.390,0.036,0.267,0.052,1.381,0.128,0.152,0.647,0.003,0.064,2.892,0.285,0.051,0.552,0.863,1.328,0.285,0.825,0.002
Sumbawa,0.000,0.278,1.657,0.610,1.595,-,2.925,0.054,0.274,0.921,0.081,0.129,0.030,0.101,0.150,0.066,0.478,0.063,0.837,0.170,0.225,0.678,0.010,0.014,1.014,0.485,0.197,0.761,0.743,0.777,0.220,0.240,0.001
Dompu,0.000,0.095,1.180,0.826,2.014,-,2.902,0.028,0.072,0.540,0.108,0.077,0.006,0.047,0.149,0.015,0.367,0.089,1.270,0.171,0.040,0.165,0.001,0.008,2.955,0.176,0.060,1.080,0.593,0.647,0.164,0.176,0.000
Bima,0.000,0.098,1.957,0.482,1.373,-,2.544,0.022,0.084,0.635,0.044,0.232,0.001,0.023,0.188,0.014,0.573,0.190,0.894,0.243,0.124,3.861,0.005,0.049,0.449,0.506,0.037,0.786,0.190,0.663,0.235,0.186,0.000
Sumbawa Barat,0.000,0.362,1.911,0.569,1.401,-,3.523,0.025,0.189,1.167,0.095,0.660,0.045,0.083,0.615,0.053,0.415,0.042,1.022,0.509,0.461,0.476,0.003,0.055,1.402,0.821,0.276,1.512,0.390,1.403,0.295,0.211,0.000
Lombok Utara,0.000,0.427,1.938,0.303,2.129,-,2.749,0.122,0.332,0.970,0.056,0.100,0.167,0.120,0.195,0.267,0.240,0.088,0.718,0.228,0.172,2.319,0.002,0.008,0.226,0.328,0.041,0.233,0.503,0.825,0.383,0.737,0.008
Kota Mataram,0.000,0.540,2.134,0.748,3.119,-,3.852,0.173,0.361,2.231,0.195,0.817,0.094,0.250,0.811,0.241,0.608,0.079,1.374,0.750,0.801,1.662,0.040,0.104,1.366,1.031,0.188,1.022,0.460,1.141,0.475,1.758,0.036
Kota Bima,0.000,0.198,2.472,0.572,1.825,-,3.315,0.086,0.215,1.723,0.245,0.129,0.011,0.109,0.209,0.075,0.736,0.223,0.458,0.418,0.080,0.237,0.010,0.023,0.891,0.896,0.263,0.602,0.098,0.911,0.278,0.463,0.000
Sumba Barat,0.000,0.095,0.637,0.220,0.139,-,0.937,0.005,0.028,0.078,0.022,0.384,0.005,0.013,0.292,0.003,0.056,0.025,0.644,0.032,0.126,0.061,0.001,0.000,0.038,0.101,0.034,0.249,0.082,0.779,0.015,0.005,0.013
Sumba Timur,0.000,0.064,1.337,0.115,0.203,-,0.893,0.020,0.017,0.970,0.013,0.033,0.000,0.025,0.015,0.011,0.096,0.029,0.238,0.012,0.009,0.085,0.000,0.003,0.157,0.263,0.017,0.205,0.462,1.071,0.029,0.136,0.019
Kupang,0.000,0.084,0.788,0.158,0.557,-,1.570,0.009,0.005,0.450,0.012,0.270,0.001,0.028,0.165,0.004,0.061,0.014,0.229,0.118,0.099,0.023,0.002,0.000,0.197,0.104,0.029,0.230,0.178,0.940,0.012,0.029,0.012
Timor Tengah Selatan,0.000,0.058,0.696,0.239,0.956,-,1.229,0.016,0.015,0.737,0.021,0.007,0.000,0.008,0.009,0.001,0.105,0.002,0.230,0.006,0.031,0.007,0.001,0.000,0.135,0.176,0.001,0.080,0.255,0.736,0.035,0.019,0.048
Timor Tengah Utara,0.000,0.205,0.986,0.335,0.522,-,2.542,0.013,0.006,0.453,0.015,0.038,0.000,0.034,0.018,0.005,0.115,0.008,0.250,0.017,0.042,0.093,0.000,0.001,0.003,0.114,0.029,0.364,0.034,0.438,0.017,0.065,0.013
Belu,0.000,1.018,1.900,0.422,0.886,-,2.107,0.008,0.004,0.340,0.033,0.026,0.001,0.024,0.037,0.005,0.168,0.022,0.727,0.013,0.015,0.299,0.001,0.021,0.096,0.359,0.054,0.280,0.082,0.418,0.068,0.195,0.006
Alor,0.000,0.073,1.694,0.411,0.300,-,1.202,0.020,0.011,0.747,0.024,0.080,0.000,0.013,0.021,0.001,0.037,0.029,0.581,0.015,0.007,0.020,0.001,0.006,0.035,0.124,0.032,0.035,0.062,0.711,0.028,0.600,0.046
Lembata,0.000,0.048,1.322,0.344,0.855,-,0.833,0.009,0.005,0.158,0.006,0.027,0.000,0.001,0.010,0.001,0.021,0.004,0.321,0.014,0.008,0.002,0.001,0.000,0.053,0.070,0.025,0.005,0.053,0.208,0.027,0.077,0.044
Flores Timur,0.000,0.148,1.680,0.296,1.412,-,1.313,0.038,0.018,0.175,0.009,0.041,0.000,0.003,0.023,0.001,0.046,0.010,0.353,0.024,0.016,0.009,0.001,0.002,0.044,0.060,0.030,0.010,0.065,0.341,0.034,0.228,0.007
Sikka,0.000,0.155,2.479,0.265,0.448,-,1.320,0.037,0.038,0.584,0.017,0.042,0.002,0.017,0.022,0.009,0.131,0.017,0.128,0.027,0.012,0.045,0.013,0.005,0.537,0.212,0.092,0.028,0.700,0.660,0.067,0.246,0.016
Ende,0.000,0.184,1.339,0.180,1.010,-,1.072,0.042,0.073,0.720,0.032,0.083,0.000,0.017,0.027,0.001,0.134,0.004,0.213,0.024,0.007,0.021,0.004,0.001,0.037,0.162,0.056,0.134,0.334,0.756,0.019,0.184,0.010
Ngada,0.000,0.302,1.343,0.307,0.550,-,1.014,0.026,0.018,0.088,0.026,0.474,0.000,0.045,0.376,0.005,0.199,0.051,0.243,0.260,0.137,0.022,0.005,0.002,0.064,0.067,0.001,0.021,0.146,0.903,0.037,0.038,0.126
Manggarai,0.000,0.112,0.732,0.192,0.813,-,0.970,0.008,0.007,0.067,0.006,0.706,0.001,0.008,0.671,0.001,0.105,0.008,0.258,0.531,0.095,0.030,0.003,0.003,0.003,0.058,0.004,0.009,0.129,1.453,0.024,0.006,0.033
Rote Ndao,0.000,0.148,0.358,0.120,0.590,-,1.516,0.021,0.029,0.380,0.023,0.017,0.002,0.003,0.011,0.006,0.036,0.008,0.091,0.017,0.011,0.008,0.002,0.001,0.032,0.172,0.008,0.021,0.109,0.457,0.018,0.197,0.005
Manggarai Barat,0.000,0.110,1.117,0.635,1.028,-,1.501,0.007,0.021,0.195,0.018,0.445,0.001,0.018,0.390,0.001,0.104,0.020,0.726,0.223,0.131,0.109,0.012,0.059,0.131,0.284,0.044,0.199,0.317,2.035,0.047,0.092,0.010
Sumba Tengah,0.000,0.197,0.803,0.348,0.256,-,0.902,0.010,0.001,0.026,0.009,0.686,0.001,0.008,0.437,0.007,0.043,0.040,0.146,0.099,0.185,0.112,0.002,0.002,0.017,0.046,0.001,0.125,0.067,1.030,0.022,0.010,0.021
Sumba Barat Daya,0.000,0.213,0.691,0.152,0.096,-,1.253,0.004,0.005,0.433,0.011,0.197,0.001,0.012,0.127,0.002,0.047,0.025,0.412,0.025,0.083,0.020,0.000,0.000,0.020,0.094,0.002,0.059,0.332,0.906,0.009,0.024,0.010
Nagekeo,0.000,0.131,0.905,0.108,0.250,-,0.598,0.013,0.008,0.154,0.007,0.283,0.007,0.008,0.205,0.002,0.061,0.004,0.124,0.170,0.063,0.027,0.000,0.000,0.029,0.040,0.009,0.014,0.018,0.816,0.012,0.041,0.005
Manggarai Timur,0.000,0.193,0.935,0.290,0.099,-,0.846,0.003,0.005,0.038,0.000,0.676,0.000,0.008,0.566,0.002,0.094,0.019,0.519,0.332,0.029,0.004,0.000,0.000,0.158,0.245,0.001,0.032,0.066,2.157,0.006,0.001,0.010
Sabu Raijua,0.000,0.094,0.699,0.131,0.128,-,0.658,0.032,0.004,0.312,0.019,0.086,0.001,0.002,0.043,0.001,0.076,0.012,0.082,0.055,0.027,0.057,0.000,0.000,0.162,0.270,0.008,0.140,0.024,0.223,0.005,0.209,0.009
Malaka,0.000,0.377,1.449,0.282,0.934,-,2.528,0.014,0.015,0.109,0.006,0.024,0.000,0.002,0.019,0.009,0.144,0.015,0.389,0.024,0.019,0.090,0.000,0.000,0.078,0.139,0.022,0.130,0.085,0.220,0.018,0.119,0.018
Kota Kupang,0.000,0.299,1.345,0.555,1.499,-,2.271,0.062,0.045,0.872,0.140,0.123,0.001,0.104,0.147,0.024,0.271,0.012,0.264,0.171,0.135,0.582,0.014,0.010,0.341,0.693,0.204,0.218,0.319,0.583,0.098,0.125,0.008
Sambas,0.000,0.303,1.243,0.298,3.282,-,4.112,0.024,0.055,0.403,0.157,0.111,0.120,0.057,0.088,0.044,0.327,0.054,0.536,0.059,0.118,0.687,0.093,0.051,0.384,0.049,0.029,0.038,0.161,1.275,0.144,1.532,0.002
Bengkayang,0.000,0.058,0.815,0.223,1.197,-,1.917,0.031,0.022,0.362,0.056,0.010,0.017,0.074,0.053,0.010,0.272,0.039,0.391,0.005,0.020,0.556,0.153,0.001,0.178,0.029,0.056,0.010,0.093,0.765,0.045,1.234,0.022
Landak,0.000,0.041,0.354,0.241,0.425,-,2.084,0.023,0.015,0.184,0.045,0.041,0.004,0.004,0.059,0.010,0.134,0.221,0.379,0.021,0.094,0.274,0.263,0.005,0.250,0.050,0.064,0.041,0.028,1.342,0.087,0.968,0.049
Mempawah,0.000,0.125,0.580,0.279,0.866,-,2.474,0.019,0.151,0.191,0.184,0.567,0.032,0.010,0.146,0.049,0.264,0.151,0.359,0.110,0.182,0.594,0.142,0.019,0.329,0.055,0.080,0.029,0.064,1.333,0.154,0.823,0.005
Sanggau,0.000,0.040,0.349,0.157,0.610,-,2.132,0.020,0.034,0.233,0.091,0.027,0.009,0.019,0.061,0.009,0.140,0.121,0.310,0.021,0.052,0.394,0.234,0.012,0.106,0.064,0.185,0.048,0.078,0.900,0.099,1.014,0.016
Ketapang,0.000,0.082,0.898,0.275,1.238,-,2.086,0.032,0.248,0.353,0.078,0.106,0.043,0.157,0.052,0.018,0.242,0.101,0.566,0.037,0.077,0.293,0.348,0.014,0.090,0.017,0.138,0.024,0.129,0.695,0.136,0.842,0.009
Sintang,0.000,0.096,0.522,0.096,0.508,-,1.950,0.031,0.049,0.120,0.096,0.006,0.008,0.016,0.037,0.033,0.174,0.045,0.215,0.012,0.006,0.297,0.136,0.339,0.080,0.013,0.307,0.063,0.075,1.458,0.136,0.184,0.003
Kapuas Hulu,0.000,0.124,1.063,0.162,1.316,-,2.490,0.034,0.028,0.073,0.115,0.066,0.036,0.015,0.012,0.010,0.210,0.091,0.216,0.017,0.023,0.385,0.186,0.068,0.222,0.047,0.109,0.120,0.055,0.870,0.110,1.213,0.008
Sekadau,0.000,0.071,0.510,0.188,1.245,-,2.361,0.038,0.051,0.499,0.190,0.172,0.014,0.019,0.218,0.023,0.134,0.100,0.199,0.119,0.030,0.207,0.193,0.162,0.117,0.080,0.079,0.076,0.093,1.970,0.077,0.682,0.095
Melawi,0.000,0.034,0.365,0.161,0.714,-,2.280,0.003,0.036,0.288,0.079,0.125,0.004,0.009,0.016,0.015,0.088,0.024,0.229,0.002,0.016,0.157,0.129,0.179,0.073,0.046,0.097,0.077,0.076,0.704,0.095,0.259,0.016
Kayong Utara,0.000,0.085,0.992,0.354,1.937,-,3.038,0.033,0.386,0.428,0.166,0.064,0.019,0.176,0.026,0.013,0.200,0.064,0.320,0.020,0.100,0.491,0.451,0.031,0.323,0.017,0.040,0.022,0.118,0.870,0.133,1.421,0.001
Kubu Raya,0.000,0.155,0.746,0.180,1.828,-,2.625,0.029,0.146,0.427,0.233,0.084,0.031,0.030,0.086,0.043,0.261,0.176,0.361,0.064,0.147,0.396,0.147,0.036,0.245,0.173,0.063,0.066,0.038,0.941,0.171,1.308,0.000
Kota Pontianak,0.000,0.328,0.826,0.332,2.232,-,2.874,0.033,0.122,1.213,0.430,0.108,0.090,0.072,0.146,0.092,0.552,0.087,0.496,0.095,0.204,0.450,0.414,0.081,0.609,0.254,0.273,0.078,0.125,1.462,0.297,1.014,0.001
Kota Singkawang,0.000,0.246,1.251,0.262,3.158,-,2.799,0.065,0.070,0.728,0.196,0.050,0.066,0.073,0.106,0.038,0.607,0.105,0.282,0.021,0.170,0.529,0.326,0.042,0.720,0.169,0.154,0.121,0.135,2.183,0.257,0.790,0.004
Kotawaringin Barat,0.000,0.313,0.651,0.334,1.592,-,2.817,0.051,0.113,0.255,0.242,0.220,0.029,0.303,0.247,0.072,0.441,0.038,0.635,0.170,0.225,0.893,0.018,0.122,2.330,0.445,0.315,0.329,0.168,1.194,0.273,0.287,0.002
Kotawaringin Timur,0.000,0.173,0.724,0.353,2.666,-,2.791,0.039,0.083,0.427,0.168,0.073,0.049,0.273,0.066,0.067,0.343,0.075,0.428,0.022,0.051,0.528,0.046,0.008,3.147,0.145,0.288,0.166,0.138,1.080,0.174,0.775,0.002
Kapuas,0.000,0.268,0.892,0.232,2.400,-,2.962,0.035,0.099,0.160,0.138,0.113,0.135,0.254,0.138,0.110,0.214,0.170,0.592,0.111,0.096,1.911,0.031,0.007,0.463,0.124,0.156,0.238,0.300,0.950,0.110,0.598,0.004
Barito Selatan,0.000,0.517,0.999,0.563,1.149,-,3.004,0.026,0.131,0.047,0.148,0.156,0.101,0.228,0.169,0.061,0.306,0.222,0.412,0.131,0.149,0.330,0.027,0.063,0.564,0.128,0.154,0.190,0.245,0.623,0.133,0.369,0.000
Barito Utara,0.000,0.176,0.661,0.234,1.342,-,2.825,0.045,0.071,0.179,0.163,0.422,0.041,0.318,0.184,0.066,0.359,0.183,0.650,0.192,0.416,0.503,0.039,0.038,1.039,0.187,0.174,0.147,0.176,0.648,0.221,0.540,0.005
Sukamara,0.000,0.208,0.866,0.340,1.037,-,2.622,0.016,0.108,0.280,0.247,0.220,0.019,0.143,0.114,0.049,0.228,0.065,0.663,0.072,0.197,0.879,0.033,0.013,2.331,0.151,0.227,0.055,0.080,1.104,0.137,0.609,0.004
Lamandau,0.000,0.129,0.472,0.325,1.115,-,2.474,0.031,0.128,0.321,0.131,0.047,0.036,0.428,0.055,0.079,0.346,0.118,0.426,0.067,0.111,2.477,0.015,0.041,0.197,0.203,0.257,0.185,0.164,1.197,0.162,0.236,0.009
Seruyan,0.000,0.170,0.733,0.396,1.832,-,2.258,0.020,0.064,0.187,0.174,0.228,0.040,0.244,0.102,0.053,0.321,0.047,0.464,0.077,0.069,1.345,0.035,0.046,0.865,0.227,0.292,0.195,0.128,0.701,0.280,0.909,0.000
Katingan,0.000,0.123,0.664,0.345,2.802,-,2.153,0.044,0.068,0.183,0.168,0.081,0.056,0.210,0.064,0.079,0.450,0.073,0.442,0.071,0.079,0.515,0.009,0.044,2.032,0.122,0.134,0.140,0.097,0.861,0.158,1.090,0.013
Pulang Pisau,0.000,0.428,1.140,0.353,1.551,-,3.106,0.057,0.195,0.264,0.092,0.061,0.117,0.346,0.067,0.155,0.390,0.149,0.556,0.066,0.091,0.593,0.054,0.017,0.849,0.115,0.229,0.428,0.188,0.764,0.207,0.475,0.009
Gunung Mas,0.000,0.108,0.672,0.378,2.092,-,1.886,0.008,0.032,0.212,0.123,0.236,0.014,0.205,0.140,0.030,0.368,0.159,0.481,0.185,0.317,0.999,0.008,0.000,1.406,0.128,0.202,0.345,0.204,1.136,0.167,1.004,0.014
Barito Timur,0.000,0.182,0.817,0.301,1.353,-,2.149,0.016,0.070,0.296,0.130,0.422,0.077,0.383,0.218,0.102,0.297,0.134,0.608,0.201,0.372,1.476,0.030,0.010,1.560,0.244,0.163,0.347,0.238,1.429,0.147,0.368,0.002
Murung Raya,0.000,0.107,0.358,0.519,2.192,-,2.585,0.009,0.033,0.069,0.100,0.057,0.039,0.118,0.050,0.022,0.179,0.227,0.673,0.039,0.097,0.797,0.004,0.009,1.961,0.077,0.090,0.064,0.090,0.968,0.075,1.136,0.002
Kota Palangka Raya,0.000,0.507,1.005,0.422,2.718,-,4.047,0.031,0.146,0.504,0.418,0.479,0.128,0.392,0.406,0.192,0.741,0.101,0.514,0.409,0.515,1.124,0.139,0.046,0.508,0.643,0.438,0.279,0.263,2.356,0.265,0.316,0.001
Tanah Laut,0.000,0.234,0.831,0.461,2.300,-,2.826,0.030,0.101,0.696,0.090,0.022,0.130,0.288,0.199,0.102,0.225,0.152,0.696,0.075,0.065,0.505,0.051,0.008,3.018,0.122,0.182,0.143,0.233,1.508,0.192,0.935,0.001
Kota Baru,0.000,0.284,1.443,0.395,2.469,-,2.770,0.029,0.160,0.582,0.187,0.259,0.042,0.224,0.206,0.103,0.348,0.092,0.702,0.122,0.164,0.474,0.046,0.051,3.015,0.283,0.204,0.212,0.163,0.560,0.156,1.399,0.007
Banjar,0.000,0.296,1.511,0.448,2.631,-,3.521,0.015,0.107,1.407,0.272,0.217,0.156,0.268,0.371,0.100,0.438,0.211,0.698,0.229,0.356,1.939,0.069,0.025,0.445,0.314,0.107,0.122,0.507,1.821,0.230,0.773,0.008
Barito Kuala,0.000,0.160,1.866,0.487,2.782,-,3.647,0.009,0.072,0.502,0.059,0.301,0.056,0.257,0.250,0.077,0.233,0.177,1.016,0.203,0.233,0.813,0.143,0.003,2.295,0.135,0.128,0.046,0.323,1.577,0.108,0.754,0.000
Tapin,0.000,0.230,1.320,0.432,3.090,-,3.400,0.055,0.123,1.002,0.305,0.805,0.121,0.309,0.621,0.120,0.467,0.447,0.782,0.626,0.421,1.736,0.193,0.031,1.079,0.335,0.178,0.244,0.475,3.397,0.247,0.535,0.000
Hulu Sungai Selatan,0.000,0.166,1.454,0.542,3.671,-,4.261,0.062,0.127,0.992,0.287,0.439,0.291,0.234,0.759,0.048,0.454,0.331,0.756,0.610,0.361,1.035,0.222,0.011,0.828,0.237,0.095,0.281,0.206,3.070,0.133,0.705,0.006
Hulu Sungai Tengah,0.000,0.255,1.091,0.299,3.284,-,3.781,0.053,0.132,0.954,0.267,0.377,0.198,0.231,0.604,0.050,0.306,0.393,0.806,0.486,0.248,1.183,0.112,0.013,1.830,0.138,0.126,0.080,0.268,2.751,0.112,1.053,0.009
Hulu Sungai Utara,0.000,0.074,1.179,0.492,2.853,-,3.095,0.026,0.130,0.826,0.215,0.437,0.074,0.469,0.541,0.047,0.316,0.200,0.868,0.402,0.292,0.972,0.036,0.016,2.339,0.353,0.045,0.082,0.218,2.108,0.076,0.896,0.000
Tabalong,0.000,0.186,0.857,0.386,3.295,-,3.915,0.046,0.111,1.227,0.334,0.179,0.125,0.388,0.354,0.165,0.371,0.282,0.612,0.169,0.207,3.087,0.079,0.057,0.190,0.218,0.216,0.369,0.178,2.585,0.261,0.512,0.000
Tanah Bumbu,0.000,0.190,1.249,0.533,2.350,-,2.470,0.034,0.126,0.491,0.199,0.385,0.144,0.311,0.335,0.123,0.252,0.119,0.894,0.175,0.240,0.694,0.077,0.071,2.937,0.267,0.356,0.190,0.237,1.112,0.195,0.777,0.000
Balangan,0.000,0.043,0.645,0.214,2.569,-,2.836,0.022,0.080,0.810,0.241,0.515,0.125,0.491,0.533,0.095,0.239,0.328,0.980,0.422,0.402,1.225,0.012,0.013,3.166,0.128,0.063,0.396,0.301,2.018,0.096,1.062,0.001
Kota Banjarmasin,0.000,0.497,1.301,0.494,3.840,-,4.238,0.085,0.215,0.945,0.510,0.594,0.282,0.474,0.759,0.175,0.542,0.154,0.657,0.674,0.682,1.485,0.637,0.060,1.970,0.266,0.185,0.128,0.163,2.470,0.224,1.034,0.000
Kota Banjar Baru,0.000,0.606,1.124,0.354,2.282,-,3.077,0.051,0.168,0.872,0.445,0.275,0.254,0.403,0.456,0.279,0.484,0.147,0.498,0.365,0.475,1.195,0.198,0.075,0.809,0.245,0.304,0.286,0.253,1.562,0.310,0.339,0.000
Paser,0.000,0.194,0.717,0.211,1.458,-,2.256,0.009,0.132,0.407,0.288,0.060,0.052,0.250,0.155,0.069,0.278,0.086,0.757,0.108,0.113,0.496,0.084,0.056,1.194,0.071,0.357,0.094,0.101,0.973,0.123,0.573,0.002
Kutai Barat,0.000,0.124,0.636,0.232,0.671,-,1.841,0.037,0.070,0.533,0.131,0.422,0.019,0.112,0.291,0.064,0.197,0.118,0.267,0.275,0.125,0.954,0.007,0.018,0.948,0.134,0.218,0.096,0.115,0.412,0.058,1.167,0.001
Kutai Kartanegara,0.000,0.316,0.673,0.167,1.000,-,2.042,0.065,0.118,0.357,0.388,0.018,0.031,0.201,0.280,0.096,0.349,0.111,0.510,0.085,0.209,1.375,0.048,0.047,0.339,0.172,0.387,0.064,0.078,0.447,0.163,0.832,0.015
Kutai Timur,0.000,0.520,0.661,0.468,1.081,-,2.293,0.067,0.142,0.605,0.206,0.197,0.010,0.122,0.165,0.055,0.454,0.052,0.597,0.105,0.193,1.293,0.040,0.038,0.301,0.377,0.470,0.221,0.126,0.494,0.320,0.695,0.003
Berau,0.000,0.392,0.572,0.554,1.837,-,2.797,0.030,0.110,0.652,0.363,0.073,0.014,0.151,0.204,0.105,0.296,0.106,0.759,0.175,0.329,0.685,0.043,0.018,0.383,0.609,0.447,0.251,0.192,0.623,0.165,0.542,0.001
Penajam Paser Utara,0.000,0.576,0.910,0.360,1.167,-,2.670,0.022,0.072,0.729,0.276,0.133,0.009,0.199,0.145,0.061,0.277,0.062,0.505,0.078,0.114,1.060,0.002,0.135,0.930,0.196,0.451,0.057,0.084,0.554,0.189,1.567,0.000
Mahakam Ulu,0.000,0.126,0.307,0.162,0.875,-,1.777,0.018,0.017,0.218,0.113,0.073,0.002,0.082,0.034,0.016,0.154,0.178,0.451,0.025,0.040,0.265,0.019,0.006,0.640,0.123,0.409,0.079,0.083,0.618,0.026,0.793,0.005
Kota Balikpapan,0.000,0.713,1.090,0.439,2.154,-,1.870,0.133,0.202,1.089,0.431,0.227,0.094,0.345,0.228,0.127,0.623,0.079,0.539,0.146,0.403,0.735,0.118,0.105,0.512,0.478,0.372,0.226,0.311,1.198,0.305,0.895,0.011
Kota Samarinda,0.000,0.434,0.749,0.310,1.417,-,2.480,0.079,0.190,0.881,0.473,0.271,0.064,0.341,0.240,0.121,0.664,0.120,0.400,0.154,0.516,0.987,0.113,0.098,0.644,0.382,0.496,0.177,0.124,1.456,0.190,0.990,0.001
Kota Bontang,0.000,0.759,0.684,0.493,2.785,-,2.298,0.045,0.201,0.995,0.409,0.054,0.019,0.163,0.268,0.059,0.476,0.043,0.579,0.119,0.328,1.215,0.080,0.065,0.723,0.330,0.492,0.179,0.223,0.739,0.194,0.651,0.003
Malinau,0.000,0.468,0.167,0.210,0.708,-,1.162,0.029,0.049,0.156,0.156,0.243,0.007,0.130,0.171,0.032,0.146,0.052,0.244,0.117,0.077,0.618,0.032,0.001,0.057,0.158,0.230,0.065,0.069,0.689,0.059,0.639,0.026
