Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Cilacap,0.000,0.156,0.972,0.273,1.359,-,2.989,0.089,0.176,0.563,0.068,0.133,0.051,0.099,0.381,0.048,0.374,0.022,0.361,0.101,0.211,0.586,0.088,0.494,0.273,0.068,0.123,0.185,0.091,0.842,0.128,0.603,0.007
Banyumas,0.000,0.310,1.160,0.481,2.429,-,3.681,0.241,0.219,1.223,0.101,0.177,0.044,0.149,0.418,0.110,0.594,0.042,0.448,0.127,0.548,0.618,0.137,0.580,0.506,0.093,0.077,0.206,0.109,1.025,0.254,0.593,0.003
Purbalingga,0.000,0.152,0.814,0.355,1.920,-,3.033,0.240,0.197,1.113,0.078,0.173,0.060,0.133,0.505,0.080,0.607,0.045,0.510,0.075,0.342,0.774,0.089,0.585,0.222,0.093,0.051,0.234,0.118,1.115,0.264,0.317,0.000
Banjarnegara,0.000,0.120,0.893,0.432,1.493,-,3.437,0.146,0.095,0.977,0.074,0.295,0.046,0.107,0.457,0.085,0.462,0.036,0.821,0.118,0.349,0.805,0.055,0.544,0.559,0.116,0.029,0.239,0.190,1.079,0.223,0.252,0.000
Kebumen,0.000,0.252,1.168,0.572,1.708,-,2.914,0.106,0.125,0.938,0.068,0.300,0.029,0.085,0.445,0.073,0.344,0.031,0.686,0.094,0.327,0.462,0.068,0.413,0.455,0.184,0.078,0.313,0.108,1.640,0.189,0.484,0.004
Purworejo,0.000,0.191,1.436,0.812,1.953,-,2.815,0.157,0.124,0.657,0.058,0.270,0.028,0.178,0.551,0.050,0.338,0.042,0.568,0.127,0.373,0.251,0.050,0.346,0.230,0.105,0.058,0.183,0.090,1.437,0.167,0.384,0.004
Wonosobo,0.000,0.285,0.823,0.444,1.503,-,5.543,0.077,0.028,0.780,0.065,0.342,0.021,0.085,0.362,0.073,0.495,0.029,0.438,0.044,0.431,0.633,0.027,0.363,0.348,0.068,0.011,0.242,0.184,1.305,0.193,0.106,0.001
Magelang,0.000,0.111,1.210,0.391,2.134,-,4.276,0.077,0.064,0.964,0.102,0.309,0.013,0.280,0.432,0.066,0.430,0.029,0.448,0.112,0.384,0.668,0.058,0.212,0.543,0.106,0.028,0.211,0.145,1.820,0.191,0.169,0.000
Boyolali,0.000,0.140,0.760,0.331,1.141,-,3.798,0.067,0.084,0.909,0.116,0.568,0.045,0.648,0.541,0.052,0.464,0.016,0.750,0.103,0.355,0.323,0.151,0.497,0.457,0.153,0.070,0.101,0.117,1.986,0.153,0.485,0.000
Klaten,0.000,0.211,0.798,0.557,1.052,-,4.428,0.087,0.153,1.019,0.123,0.641,0.025,0.721,0.775,0.069,0.474,0.035,0.811,0.146,0.365,0.318,0.133,0.469,0.323,0.169,0.093,0.048,0.063,2.055,0.124,0.380,0.000
Sukoharjo,0.000,0.274,1.137,0.945,1.068,-,4.406,0.142,0.266,0.888,0.174,0.733,0.041,0.634,1.017,0.047,0.556,0.033,0.579,0.145,0.409,0.395,0.101,0.300,0.483,0.146,0.151,0.048,0.085,1.658,0.115,0.859,0.000
Wonogiri,0.000,0.187,0.963,0.301,0.870,-,3.249,0.090,0.184,0.893,0.094,0.774,0.014,0.463,0.434,0.050,0.420,0.042,0.370,0.150,0.243,0.341,0.037,0.110,0.298,0.067,0.047,0.096,0.101,1.771,0.077,0.292,0.008
Karanganyar,0.000,0.158,0.855,0.292,0.862,-,3.488,0.101,0.127,0.891,0.113,0.486,0.048,0.531,0.551,0.081,0.448,0.024,0.709,0.074,0.283,0.245,0.076,0.320,0.180,0.086,0.087,0.055,0.079,1.530,0.157,0.531,0.000
Sragen,0.000,0.172,1.095,0.462,0.726,-,4.072,0.139,0.203,0.879,0.148,0.281,0.088,0.545,0.548,0.094,0.460,0.043,1.192,0.041,0.264,0.406,0.086,0.520,0.258,0.365,0.153,0.059,0.050,1.562,0.184,0.642,0.003
Grobogan,0.000,0.122,0.745,0.480,1.071,-,4.477,0.082,0.334,1.002,0.105,0.267,0.434,0.211,0.367,0.089,0.548,0.038,0.710,0.056,0.177,0.703,0.029,0.547,0.145,0.140,0.418,0.089,0.122,2.065,0.165,0.723,0.000
Blora,0.000,0.128,0.878,0.486,1.615,-,5.199,0.162,0.644,0.976,0.140,0.369,0.247,0.160,0.563,0.114,0.628,0.051,1.453,0.063,0.250,1.425,0.015,0.330,0.458,0.217,0.293,0.195,0.128,2.281,0.150,0.766,0.000
Rembang,0.000,0.060,0.685,0.385,1.625,-,4.317,0.103,0.264,1.031,0.159,0.448,0.181,0.218,0.429,0.037,0.569,0.048,1.242,0.288,0.275,0.908,0.012,0.263,0.653,0.201,0.274,0.132,0.108,2.168,0.144,0.694,0.000
Pati,0.000,0.126,0.905,0.435,1.852,-,4.057,0.167,0.355,0.896,0.200,0.308,0.314,0.228,0.483,0.079,0.535,0.043,0.961,0.459,0.247,0.726,0.037,0.394,0.348,0.240,0.267,0.070,0.150,2.064,0.204,0.776,0.000
Kudus,0.000,0.158,0.732,0.365,1.171,-,3.436,0.099,0.356,1.079,0.183,0.621,0.097,0.261,0.617,0.110,0.510,0.038,0.890,0.455,0.374,1.195,0.022,0.356,0.592,0.206,0.194,0.081,0.101,2.771,0.168,0.469,0.000
Jepara,0.000,0.108,0.998,0.403,1.247,-,3.707,0.131,0.311,0.902,0.128,0.259,0.148,0.241,0.277,0.062,0.632,0.045,0.810,0.297,0.132,0.835,0.021,0.429,0.355,0.117,0.107,0.122,0.122,2.233,0.183,0.593,0.000
Demak,0.000,0.283,1.413,0.646,1.223,-,4.975,0.185,0.554,0.731,0.130,0.268,0.136,0.338,0.470,0.086,0.695,0.055,1.045,0.320,0.265,1.126,0.032,0.521,0.318,0.149,0.385,0.147,0.108,2.123,0.199,0.813,0.000
Semarang,0.000,0.365,1.005,0.359,0.857,-,3.790,0.098,0.124,1.024,0.164,0.180,0.028,0.424,0.310,0.115,0.497,0.027,0.569,0.090,0.314,0.605,0.121,0.319,0.409,0.258,0.053,0.148,0.131,1.553,0.180,0.270,0.000
Temanggung,0.000,0.120,0.949,0.322,1.431,-,3.411,0.078,0.065,0.790,0.129,0.119,0.019,0.195,0.233,0.083,0.612,0.046,0.480,0.027,0.173,0.872,0.032,0.313,0.398,0.055,0.018,0.193,0.092,1.581,0.184,0.111,0.000
Kendal,0.000,0.349,0.873,0.431,0.886,-,4.070,0.161,0.149,1.063,0.185,0.317,0.043,0.272,0.698,0.078,0.607,0.028,0.645,0.324,0.300,0.968,0.068,0.624,0.436,0.190,0.131,0.255,0.116,2.188,0.150,0.448,0.000
Batang,0.000,0.083,1.088,0.407,1.539,-,5.490,0.143,0.242,1.634,0.100,0.343,0.021,0.166,0.517,0.056,0.675,0.045,1.083,0.371,0.287,1.028,0.095,0.528,0.280,0.113,0.018,0.198,0.093,2.014,0.180,0.653,0.003
Pekalongan,0.000,0.207,1.181,0.505,1.979,-,6.190,0.235,0.296,1.205,0.122,0.729,0.122,0.203,0.846,0.082,0.680,0.083,1.049,0.403,0.472,1.121,0.181,0.566,0.579,0.088,0.056,0.340,0.114,2.064,0.170,1.008,0.000
Pemalang,0.000,0.290,1.339,0.843,2.321,-,7.124,0.158,0.379,2.266,0.133,0.187,0.200,0.154,0.512,0.061,0.620,0.070,1.008,0.349,0.396,1.219,0.219,0.707,0.344,0.163,0.104,0.282,0.158,1.143,0.205,0.547,0.000
Tegal,0.000,0.281,1.170,0.726,2.326,-,5.711,0.302,0.177,2.333,0.183,0.202,0.307,0.155,0.705,0.094,0.745,0.081,0.871,0.337,0.388,0.882,0.322,0.792,0.418,0.188,0.113,0.225,0.154,0.934,0.230,0.573,0.000
Brebes,0.000,0.189,1.272,0.539,1.703,-,5.547,0.290,0.251,2.232,0.092,0.267,0.188,0.103,1.019,0.109,0.824,0.116,0.759,0.324,0.336,0.876,0.285,0.615,0.616,0.152,0.148,0.269,0.148,0.822,0.191,1.359,0.001
Kota Magelang,0.000,0.387,0.854,0.372,1.590,-,3.575,0.087,0.133,0.787,0.304,0.662,0.039,0.614,1.055,0.107,0.604,0.040,0.495,0.226,0.499,0.500,0.092,0.223,0.347,0.215,0.071,0.148,0.160,1.908,0.176,0.149,0.008
Kota Surakarta,0.000,0.661,1.355,0.534,1.499,-,4.863,0.296,0.405,0.855,0.266,1.599,0.126,0.809,1.317,0.137,0.551,0.083,0.677,0.251,0.795,0.654,0.206,0.253,1.306,0.334,0.266,0.070,0.075,2.617,0.159,0.719,0.000
Kota Salatiga,0.000,0.559,1.303,0.515,1.987,-,4.311,0.146,0.148,1.179,0.302,0.755,0.029,0.467,0.861,0.134,0.487,0.037,0.786,0.285,0.771,0.523,0.099,0.220,0.634,0.230,0.115,0.145,0.152,2.007,0.209,0.192,0.001
Kota Semarang,0.000,0.561,1.057,0.449,1.057,-,2.910,0.123,0.204,1.531,0.278,0.232,0.052,0.447,0.445,0.179,0.530,0.059,0.527,0.120,0.416,0.529,0.091,0.345,0.426,0.890,0.367,0.151,0.112,2.007,0.220,0.365,0.001
Kota Pekalongan,0.000,0.352,1.252,0.366,1.612,-,5.556,0.259,0.210,2.116,0.227,0.228,0.047,0.271,0.601,0.101,0.593,0.056,0.552,0.375,0.485,0.993,0.322,0.344,0.442,0.097,0.098,0.328,0.079,1.864,0.181,0.667,0.000
Kota Tegal,0.000,0.343,1.333,0.731,2.189,-,5.155,0.345,0.277,3.427,0.183,0.198,0.459,0.284,0.742,0.168,0.884,0.130,0.840,0.421,0.497,0.805,0.316,0.579,0.639,0.257,0.034,0.391,0.088,1.539,0.255,0.738,0.001
Kulon Progo,0.000,0.170,1.009,0.553,2.687,-,4.325,0.103,0.093,0.409,0.076,1.094,0.013,0.251,1.207,0.093,0.438,0.019,0.549,0.254,0.688,0.344,0.087,0.180,0.129,0.160,0.077,0.095,0.115,1.947,0.127,0.161,0.000
Bantul,0.000,0.292,1.323,0.576,2.411,-,3.939,0.105,0.159,1.245,0.143,0.582,0.036,0.495,0.808,0.174,0.606,0.019,0.740,0.513,0.970,0.335,0.201,0.355,0.531,0.227,0.145,0.095,0.142,2.096,0.238,0.664,0.000
Gunung Kidul,0.000,0.110,1.330,0.431,2.257,-,5.375,0.057,0.091,0.550,0.038,0.654,0.020,0.277,0.515,0.066,0.344,0.020,0.551,0.198,0.437,0.414,0.018,0.174,0.198,0.090,0.047,0.162,0.087,1.726,0.143,0.179,0.000
Sleman,0.000,0.485,1.637,0.848,3.027,-,4.584,0.156,0.215,0.660,0.227,1.656,0.036,0.471,1.464,0.183,0.663,0.051,0.969,0.690,1.339,0.572,0.154,0.257,0.562,0.409,0.137,0.123,0.114,2.089,0.246,0.548,0.000
Kota Yogyakarta,0.000,0.690,1.278,0.581,2.189,-,3.757,0.165,0.252,1.712,0.279,1.063,0.060,0.673,1.381,0.206,0.619,0.105,0.549,0.535,1.323,0.352,0.154,0.293,0.397,0.574,0.196,0.145,0.158,2.266,0.207,0.485,0.003
Pacitan,0.000,0.109,0.997,0.482,1.337,-,2.697,0.115,0.140,1.254,0.080,0.151,0.196,0.239,0.110,0.053,0.262,0.037,0.713,0.043,0.114,0.308,0.013,0.106,0.163,0.126,0.030,0.071,0.076,2.456,0.087,0.201,0.000
Ponorogo,0.000,0.170,1.078,0.331,1.450,-,4.075,0.115,0.576,0.657,0.139,0.299,0.034,0.428,0.378,0.092,0.459,0.042,0.389,0.058,0.275,0.290,0.029,0.131,0.425,0.083,0.142,0.176,0.107,2.476,0.119,0.428,0.001
Trenggalek,0.000,0.081,0.525,0.375,1.216,-,2.311,0.155,0.234,1.052,0.095,0.327,0.157,0.252,0.357,0.063,0.385,0.037,0.808,0.082,0.199,0.290,0.006,0.135,0.305,0.107,0.076,0.258,0.093,1.542,0.135,0.135,0.000
Tulungagung,0.000,0.098,0.696,0.370,1.498,-,3.258,0.106,0.455,0.452,0.255,0.312,0.209,0.374,0.344,0.105,0.676,0.092,0.646,0.086,0.351,0.331,0.037,0.077,0.194,0.114,0.106,0.362,0.122,1.465,0.215,0.394,0.000
Blitar,0.000,0.124,0.582,0.366,1.612,-,2.664,0.034,0.297,1.085,0.244,0.678,0.058,0.406,0.522,0.067,0.727,0.070,0.841,0.062,0.274,0.583,0.021,0.108,0.662,0.165,0.045,0.482,0.112,1.540,0.143,0.416,0.000
Kediri,0.000,0.141,0.540,0.426,1.336,-,2.966,0.131,0.486,0.627,0.225,0.607,0.166,0.289,0.504,0.104,0.707,0.077,1.153,0.088,0.279,0.613,0.034,0.316,0.449,0.182,0.076,0.140,0.104,1.659,0.182,0.472,0.000
Malang,0.000,0.146,0.605,0.285,1.159,-,1.906,0.037,0.218,0.587,0.192,0.335,0.066,0.375,0.243,0.051,0.978,0.049,0.548,0.071,0.163,0.517,0.013,0.147,0.348,0.226,0.034,0.235,0.213,1.440,0.194,0.184,0.000
Lumajang,0.000,0.157,0.743,0.286,1.231,-,2.493,0.094,0.334,0.225,0.197,0.398,0.183,0.174,0.157,0.118,0.718,0.061,0.787,0.124,0.128,0.368,0.021,0.149,0.510,0.062,0.028,0.143,0.106,1.441,0.129,0.305,0.000
Jember,0.000,0.173,0.840,0.412,1.319,-,2.505,0.049,0.340,0.404,0.169,0.566,0.093,0.271,0.289,0.066,0.812,0.097,0.983,0.120,0.218,0.847,0.018,0.074,0.643,0.198,0.065,0.200,0.188,1.234,0.234,0.649,0.001
Banyuwangi,0.000,0.230,0.971,0.260,1.642,-,2.669,0.073,0.319,0.272,0.235,0.881,0.151,0.315,0.423,0.092,0.668,0.099,0.787,0.186,0.301,0.691,0.013,0.050,1.085,0.248,0.107,0.412,0.108,1.122,0.216,0.644,0.000
Bondowoso,0.000,0.209,0.646,0.663,1.072,-,2.586,0.032,0.141,1.355,0.086,0.200,0.036,0.109,0.107,0.043,0.715,0.036,2.049,0.089,0.064,0.932,0.009,0.071,0.575,0.242,0.035,0.212,0.123,1.205,0.189,0.229,0.000
Situbondo,0.000,0.152,0.913,0.618,1.341,-,2.890,0.040,0.443,0.196,0.159,0.533,0.103,0.198,0.195,0.054,0.585,0.095,1.025,0.150,0.136,0.429,0.075,0.048,0.457,0.169,0.032,0.131,0.112,1.076,0.090,0.475,0.000
Probolinggo,0.000,0.227,1.080,0.560,0.860,-,2.768,0.031,0.253,0.352,0.198,0.455,0.056,0.224,0.116,0.091,0.782,0.143,1.158,0.147,0.128,0.847,0.009,0.074,0.804,0.170,0.042,0.223,0.155,1.359,0.260,0.794,0.001
Pasuruan,0.000,0.308,0.918,0.438,0.946,-,2.634,0.054,0.177,0.317,0.282,0.489,0.068,0.318,0.167,0.072,1.043,0.127,1.282,0.213,0.218,0.740,0.018,0.076,0.725,0.224,0.073,0.167,0.138,1.432,0.272,0.703,0.001
Sidoarjo,0.000,0.547,0.662,0.312,0.800,-,1.996,0.101,0.331,0.405,0.427,0.397,0.125,0.381,0.134,0.140,1.017,0.090,0.578,0.229,0.217,0.764,0.087,0.182,0.590,0.419,0.331,0.184,0.113,1.496,0.250,0.535,0.001
Mojokerto,0.000,0.424,0.804,0.648,1.223,-,3.306,0.104,0.373,0.562,0.338,0.374,0.116,0.322,0.197,0.102,0.929,0.119,1.297,0.165,0.254,0.783,0.047,0.137,0.970,0.191,0.167,0.229,0.158,1.513,0.284,0.727,0.009
Jombang,0.000,0.317,0.965,0.375,1.072,-,3.024,0.125,0.358,0.414,0.251,0.706,0.104,0.369,0.495,0.063,0.897,0.102,0.953,0.184,0.305,1.489,0.025,0.156,1.048,0.265,0.176,0.289,0.122,1.386,0.244,0.947,0.000
Nganjuk,0.000,0.121,0.555,0.251,0.853,-,2.922,0.064,0.515,0.478,0.207,0.591,0.166,0.142,0.345,0.067,0.786,0.051,1.016,0.035,0.143,0.719,0.019,0.112,0.771,0.077,0.125,0.098,0.072,1.222,0.157,0.471,0.001
Madiun,0.000,0.129,0.727,0.426,1.270,-,3.421,0.066,0.455,0.664,0.125,0.705,0.087,0.266,0.446,0.045,0.683,0.038,1.088,0.084,0.279,0.708,0.019,0.057,0.473,0.177,0.147,0.105,0.152,1.946,0.198,0.631,0.000
Magetan,0.000,0.126,0.961,0.505,1.143,-,3.142,0.095,0.484,0.525,0.151,0.816,0.120,0.316,0.477,0.058,0.636,0.036,0.877,0.053,0.336,0.544,0.033,0.090,0.504,0.156,0.056,0.097,0.151,1.612,0.124,0.574,0.000
Ngawi,0.000,0.158,1.083,0.227,1.612,-,4.521,0.186,0.571,0.701,0.157,0.379,0.150,0.210,0.377,0.054,0.641,0.124,0.564,0.046,0.223,0.808,0.021,0.131,0.560,0.116,0.176,0.118,0.169,2.158,0.188,1.029,0.000
Bojonegoro,0.000,0.179,0.821,0.350,1.600,-,4.337,0.111,0.522,0.534,0.260,0.390,0.337,0.154,0.344,0.073,0.811,0.045,0.797,0.110,0.144,0.792,0.013,0.226,0.852,0.069,0.274,0.159,0.072,1.671,0.238,0.970,0.000
Tuban,0.000,0.181,0.676,0.533,1.700,-,4.470,0.090,0.688,0.356,0.245,0.430,0.181,0.136,0.370,0.056,0.629,0.055,1.278,0.300,0.133,1.444,0.019,0.233,0.760,0.142,0.291,0.196,0.115,1.148,0.207,1.199,0.004
Lamongan,0.000,0.455,0.914,0.531,1.494,-,3.881,0.094,0.277,0.154,0.304,0.426,0.183,0.265,0.170,0.079,0.844,0.069,0.769,0.159,0.211,1.073,0.026,0.205,0.447,0.446,0.361,0.103,0.113,1.571,0.264,1.041,0.000
Gresik,0.000,0.271,0.681,0.498,1.118,-,3.581,0.111,0.325,0.334,0.360,0.349,0.137,0.295,0.124,0.066,0.914,0.083,1.008,0.159,0.197,1.329,0.057,0.255,0.353,0.388,0.443,0.169,0.245,2.140,0.283,0.895,0.002
Bangkalan,0.000,0.205,0.922,0.383,0.915,-,1.941,0.065,0.313,0.247,0.206,0.207,0.123,0.144,0.032,0.088,0.529,0.129,1.197,0.099,0.087,0.713,0.014,0.088,0.544,0.194,0.141,0.273,0.100,0.759,0.153,0.566,0.000
Sampang,0.000,0.122,0.628,0.183,0.603,-,1.829,0.026,0.169,0.425,0.096,0.068,0.266,0.064,0.009,0.031,0.245,0.060,0.797,0.016,0.012,0.529,0.010,0.018,2.428,0.269,0.088,0.062,0.179,0.417,0.144,0.360,0.000
Pamekasan,0.000,0.144,0.721,0.480,0.953,-,2.126,0.037,0.162,0.630,0.141,0.080,0.126,0.095,0.035,0.023,0.353,0.067,1.151,0.042,0.059,0.938,0.022,0.090,0.669,0.403,0.077,0.173,0.151,0.810,0.296,0.212,0.003
Sumenep,0.000,0.318,1.114,0.469,1.464,-,3.442,0.178,0.430,0.771,0.212,0.812,0.357,0.553,0.116,0.053,0.504,0.173,1.239,0.154,0.106,0.480,0.049,0.059,0.578,0.495,0.116,0.210,0.088,1.844,0.212,0.524,0.000
Kota Kediri,0.000,0.343,0.889,0.363,1.210,-,3.109,0.098,0.600,0.580,0.407,1.006,0.171,0.382,0.734,0.166,0.881,0.067,0.813,0.146,0.518,0.692,0.064,0.300,0.855,0.232,0.165,0.168,0.088,1.671,0.178,0.579,0.001
Kota Blitar,0.000,0.423,0.873,0.542,1.880,-,2.951,0.093,0.548,1.041,0.364,0.815,0.127,0.478,0.688,0.143,0.907,0.042,1.232,0.166,0.536,0.950,0.054,0.168,0.440,0.333,0.123,0.584,0.154,1.258,0.286,0.695,0.001
Kota Malang,0.000,0.851,0.765,0.537,1.241,-,1.905,0.068,0.280,0.526,0.387,0.901,0.067,0.431,0.456,0.174,0.929,0.069,0.565,0.269,0.530,0.414,0.091,0.128,0.406,0.260,0.167,0.195,0.173,1.132,0.207,0.168,0.002
Kota Probolinggo,0.000,0.346,0.754,0.407,1.037,-,1.983,0.034,0.235,0.453,0.231,0.595,0.037,0.219,0.129,0.116,0.742,0.014,0.640,0.163,0.177,0.424,0.015,0.202,0.556,0.244,0.230,0.255,0.061,0.888,0.277,0.809,0.004
Kota Pasuruan,0.000,0.441,0.768,0.406,1.194,-,2.649,0.086,0.289,0.607,0.427,0.325,0.099,0.327,0.187,0.179,1.244,0.167,0.809,0.332,0.286,0.869,0.061,0.092,0.751,0.228,0.250,0.197,0.082,1.554,0.181,1.166,0.000
Kota Mojokerto,0.000,0.576,0.773,0.455,1.194,-,2.776,0.035,0.309,0.769,0.401,0.679,0.054,0.403,0.294,0.123,0.784,0.034,0.930,0.182,0.348,0.933,0.051,0.149,0.489,0.183,0.431,0.298,0.063,1.229,0.195,0.437,0.000
Kota Madiun,0.000,0.516,1.378,0.421,1.765,-,3.384,0.156,1.009,1.461,0.355,1.322,0.082,0.429,0.710,0.185,0.848,0.072,0.859,0.224,0.623,0.506,0.072,0.186,0.532,0.429,0.379,0.197,0.219,1.905,0.221,0.486,0.001
Kota Surabaya,0.000,0.591,0.785,0.475,1.148,-,2.410,0.126,0.389,0.720,0.417,0.833,0.187,0.474,0.285,0.192,1.014,0.083,0.761,0.319,0.445,0.969,0.137,0.271,0.264,0.593,0.481,0.224,0.186,1.640,0.229,0.657,0.002
Kota Batu,0.000,0.273,0.839,0.428,0.941,-,1.432,0.122,0.189,0.575,0.340,0.542,0.051,0.407,0.289,0.088,1.077,0.059,0.838,0.053,0.294,0.401,0.031,0.167,0.285,0.161,0.047,0.247,0.140,1.349,0.203,0.156,0.001
Pandeglang,0.000,0.122,1.252,0.553,1.059,-,3.631,0.076,0.209,0.527,0.093,0.090,0.262,0.018,0.076,0.036,0.603,0.073,0.785,0.115,0.042,0.659,0.396,0.224,0.664,0.109,0.069,0.433,0.432,0.850,0.227,0.872,0.000
Lebak,0.000,0.087,1.503,0.536,0.965,-,3.823,0.101,0.216,0.575,0.115,0.226,0.194,0.033,0.122,0.033,0.682,0.162,1.082,0.140,0.140,0.470,0.303,0.151,0.615,0.219,0.049,0.349,0.428,1.352,0.236,0.658,0.002
Tangerang,0.000,0.356,1.390,0.461,1.321,-,3.893,0.320,0.337,1.245,0.296,0.148,0.394,0.119,0.276,0.088,0.772,0.157,0.706,0.177,0.261,0.892,0.584,0.517,0.473,0.386,0.269,0.233,0.273,0.844,0.249,1.006,0.000
Serang,0.000,0.160,1.498,0.549,0.944,-,4.214,0.208,0.161,1.076,0.203,0.178,0.383,0.038,0.083,0.047,0.870,0.136,0.858,0.056,0.074,0.753,0.345,0.443,0.259,0.334,0.234,0.243,0.205,0.902,0.282,1.228,0.001
Kota Tangerang,0.000,0.845,0.998,0.472,0.945,-,2.885,0.301,0.292,1.240,0.293,0.262,0.194,0.219,0.272,0.095,0.637,0.078,0.231,0.178,0.380,0.818,0.390,0.526,0.322,0.513,0.791,0.189,0.330,0.904,0.281,0.215,0.002
Kota Cilegon,0.000,0.417,1.470,0.610,0.962,-,3.531,0.277,0.192,0.843,0.235,0.069,0.280,0.081,0.099,0.125,0.793,0.139,1.013,0.090,0.228,1.171,0.305,0.660,0.903,0.210,0.425,0.119,0.194,0.596,0.273,1.662,0.000
Kota Serang,0.000,0.496,1.597,0.737,0.884,-,4.930,0.285,0.211,1.541,0.274,0.387,0.210,0.111,0.106,0.104,1.019,0.108,0.846,0.140,0.181,0.758,0.708,0.584,0.920,0.466,0.315,0.431,0.241,0.905,0.453,1.796,0.000
Kota Tangerang Selatan,0.000,1.075,1.042,0.387,0.787,-,2.376,0.287,0.263,0.923,0.307,0.155,0.198,0.241,0.216,0.090,0.595,0.082,0.680,0.112,0.319,0.615,0.580,0.432,0.391,0.490,0.315,0.216,0.212,0.684,0.254,0.400,0.001
Jembrana,0.000,0.251,1.696,0.565,2.312,-,1.623,0.074,0.112,1.352,0.149,0.069,0.339,0.159,0.229,0.125,0.588,0.050,1.359,0.121,0.164,0.554,0.035,0.025,0.089,0.206,0.181,0.175,0.235,0.479,0.248,1.191,0.003
Tabanan,0.000,0.446,1.647,0.463,2.242,-,1.701,0.138,0.162,1.045,0.216,0.081,0.164,0.088,0.198,0.133,0.801,0.040,0.988,0.081,0.206,0.665,0.217,0.019,0.350,0.346,0.134,0.340,0.317,0.776,0.240,0.657,0.001
Badung,0.000,0.821,1.775,0.339,2.427,-,2.216,0.321,0.128,1.943,0.430,0.429,0.296,0.221,0.275,0.299,0.844,0.071,0.661,0.201,0.429,0.735,0.335,0.075,0.270,0.565,0.346,0.438,0.268,0.828,0.398,0.697,0.018
Gianyar,0.000,0.576,2.226,0.520,2.987,-,2.039,0.552,0.119,1.826,0.329,0.215,0.387,0.164,0.370,0.280,0.858,0.110,1.304,0.101,0.297,1.064,0.420,0.042,0.446,0.413,0.091,0.578,0.702,1.332,0.396,0.823,0.008
Klungkung,0.000,0.213,1.554,0.460,2.829,-,1.242,0.156,0.401,1.349,0.188,0.103,0.269,0.135,0.253,0.078,0.568,0.059,0.870,0.054,0.145,0.510,0.393,0.026,0.275,0.361,0.094,0.274,0.228,0.693,0.256,0.773,0.016
Bangli,0.000,0.269,1.590,0.658,2.190,-,1.578,0.216,0.086,1.518,0.135,0.035,0.293,0.309,0.141,0.060,0.422,0.059,1.322,0.014,0.084,0.619,0.434,0.003,0.044,0.342,0.028,0.551,0.340,1.227,0.241,0.315,0.004
Karangasem,0.000,0.131,1.436,0.427,2.302,-,1.069,0.084,0.505,1.398,0.041,0.018,0.071,0.058,0.176,0.228,0.551,0.031,0.881,0.044,0.084,0.305,0.016,0.001,0.261,0.264,0.021,0.460,0.331,0.896,0.189,0.255,0.081
Buleleng,0.000,0.239,1.559,0.300,2.462,-,1.947,0.114,0.137,0.909,0.125,0.063,0.241,0.117,0.069,0.115,0.646,0.104,0.942,0.022,0.117,0.584,0.041,0.021,0.479,1.003,0.034,0.401,0.374,0.802,0.236,0.879,0.049
Kota Denpasar,0.000,0.869,1.749,0.562,2.882,-,1.877,0.320,0.153,2.437,0.440,0.392,0.162,0.327,0.351,0.308,0.784,0.082,0.797,0.147,0.404,0.719,0.242,0.100,0.709,0.870,0.498,0.522,0.342,0.815,0.335,0.745,0.011
Lombok Barat,0.000,0.376,2.215,0.591,2.336,-,3.625,0.072,0.301,1.675,0.152,0.224,0.169,0.169,0.341,0.121,0.377,0.141,1.553,0.119,0.239,1.043,0.011,0.019,2.407,0.627,0.079,0.716,0.253,1.258,0.328,2.010,0.022
Lombok Tengah,0.000,0.312,1.966,0.437,1.589,-,3.089,0.047,0.174,1.304,0.034,0.503,0.161,0.113,0.601,0.043,0.265,0.045,1.111,0.092,0.295,0.804,0.004,0.029,2.251,0.517,0.118,0.326,0.878,1.245,0.309,0.826,0.001
Lombok Timur,0.000,0.283,1.972,0.551,1.769,-,3.713,0.050,0.219,1.020,0.077,0.439,0.097,0.186,0.488,0.047,0.290,0.078,1.219,0.182,0.149,1.563,0.003,0.096,1.619,0.315,0.060,0.627,1.011,1.325,0.331,0.669,0.008
