Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Purbalingga,0.000,0.135,0.970,0.529,1.713,-,3.635,0.183,0.247,1.300,0.070,0.042,0.064,0.128,0.394,0.076,0.659,0.022,0.738,0.064,0.299,0.585,0.069,0.708,0.229,0.084,0.046,0.201,0.100,0.924,0.220,0.350,-
Banjarnegara,0.000,0.076,0.807,0.364,1.399,-,4.289,0.248,0.115,0.998,0.065,0.168,0.062,0.092,0.270,0.088,0.524,0.045,0.485,0.074,0.233,0.584,0.067,0.519,0.352,0.079,0.014,0.177,0.131,0.962,0.288,0.259,0.001
Kebumen,0.000,0.140,1.090,0.812,1.599,-,2.850,0.083,0.097,1.089,0.054,0.241,0.053,0.083,0.391,0.048,0.282,0.031,0.729,0.061,0.242,0.293,0.068,0.501,0.508,0.066,0.085,0.245,0.082,1.470,0.100,0.682,0.002
Purworejo,0.000,0.132,1.938,0.593,1.962,-,3.233,0.136,0.107,1.119,0.069,0.150,0.036,0.162,0.343,0.044,0.324,0.037,0.557,0.126,0.309,0.243,0.052,0.355,0.396,0.093,0.053,0.192,0.138,1.491,0.175,0.511,-
Wonosobo,0.000,0.406,0.794,0.552,2.180,-,6.542,0.064,0.041,1.176,0.066,0.285,0.049,0.112,0.225,0.049,0.492,0.036,0.397,0.072,0.347,0.700,0.023,0.234,0.542,0.083,0.015,0.279,0.176,1.790,0.220,0.172,0.000
Magelang,0.000,0.134,1.100,0.429,2.261,-,4.937,0.054,0.069,1.093,0.075,0.244,0.009,0.306,0.365,0.061,0.508,0.034,0.580,0.094,0.315,0.357,0.045,0.114,0.639,0.067,0.015,0.156,0.122,1.702,0.134,0.207,0.001
Boyolali,0.000,0.186,0.895,0.410,0.814,-,4.032,0.088,0.089,1.018,0.116,0.369,0.071,0.611,0.377,0.054,0.465,0.033,0.899,0.057,0.209,0.194,0.062,0.596,0.586,0.102,0.039,0.131,0.179,1.981,0.099,0.493,0.004
Klaten,0.000,0.254,1.079,0.499,1.585,-,4.671,0.104,0.259,0.837,0.100,0.283,0.033,0.830,0.575,0.051,0.455,0.036,0.843,0.087,0.280,0.307,0.096,0.467,0.472,0.158,0.050,0.066,0.077,1.807,0.132,0.608,0.003
Sukoharjo,0.000,0.462,1.196,0.343,0.959,-,4.572,0.215,0.258,0.738,0.201,0.822,0.076,0.808,0.935,0.129,0.590,0.059,0.540,0.100,0.359,0.301,0.152,0.395,0.326,0.179,0.125,0.071,0.071,1.823,0.134,1.148,0.000
Wonogiri,0.000,0.138,1.344,0.508,1.221,-,4.338,0.089,0.234,1.649,0.091,0.102,0.014,0.637,0.271,0.052,0.518,0.016,0.555,0.054,0.150,0.328,0.031,0.168,0.420,0.131,0.022,0.078,0.120,2.431,0.126,0.262,-
Karanganyar,0.000,0.232,0.805,0.350,0.612,-,3.372,0.099,0.103,1.062,0.084,0.149,0.011,0.676,0.300,0.051,0.401,0.037,0.848,0.048,0.205,0.152,0.104,0.172,0.163,0.087,0.080,0.042,0.088,1.697,0.129,0.411,0.000
Sragen,0.000,0.255,1.185,0.558,1.119,-,4.966,0.124,0.160,0.975,0.128,0.186,0.069,0.507,0.504,0.096,0.479,0.058,1.346,0.074,0.206,0.434,0.050,0.310,0.535,0.228,0.127,0.120,0.075,1.483,0.158,0.608,0.004
Grobogan,0.000,0.121,0.802,0.519,1.250,-,4.662,0.092,0.375,1.437,0.087,0.090,0.337,0.221,0.205,0.054,0.554,0.061,0.934,0.038,0.089,0.788,0.019,0.712,0.194,0.072,0.344,0.108,0.185,1.890,0.140,0.938,0.014
Blora,0.000,0.038,0.598,0.302,0.861,-,5.309,0.047,0.426,1.046,0.102,0.486,0.167,0.189,0.685,0.073,0.481,0.046,1.428,0.067,0.182,1.093,0.008,0.375,0.306,0.093,0.189,0.147,0.140,1.864,0.134,1.052,0.000
Rembang,0.000,0.120,0.716,0.425,1.091,-,4.814,0.045,0.279,1.028,0.154,0.216,0.152,0.222,0.240,0.054,0.636,0.063,1.115,0.239,0.196,1.178,0.049,0.272,0.597,0.159,0.174,0.139,0.134,2.161,0.094,0.826,-
Pati,0.000,0.266,1.174,0.493,1.968,-,4.037,0.148,0.307,1.028,0.174,0.398,0.297,0.190,0.562,0.063,0.617,0.101,0.957,0.411,0.213,0.562,0.037,0.495,0.273,0.203,0.252,0.067,0.070,1.970,0.142,0.805,0.002
Kudus,0.000,0.204,0.591,0.483,1.030,-,3.610,0.138,0.442,0.946,0.167,0.634,0.175,0.361,0.646,0.118,0.548,0.086,1.131,0.485,0.343,1.153,0.027,0.302,0.370,0.176,0.153,0.080,0.092,2.537,0.176,0.511,-
Jepara,0.000,0.155,1.011,0.374,1.276,-,3.719,0.155,0.245,0.612,0.122,0.141,0.114,0.228,0.208,0.067,0.654,0.063,1.026,0.242,0.142,0.831,0.030,0.477,0.195,0.091,0.066,0.102,0.090,1.728,0.189,0.725,0.004
Demak,0.000,0.171,1.322,0.446,0.953,-,5.600,0.095,0.703,0.990,0.139,0.144,0.099,0.416,0.376,0.068,0.718,0.060,0.971,0.215,0.161,0.951,0.032,0.629,0.396,0.127,0.289,0.133,0.142,1.831,0.231,1.228,0.008
Semarang,0.000,0.273,1.045,0.390,0.954,-,4.010,0.098,0.109,1.120,0.178,0.148,0.035,0.413,0.265,0.094,0.467,0.044,0.536,0.103,0.234,0.515,0.121,0.405,0.454,0.162,0.057,0.218,0.204,1.597,0.177,0.178,-
Temanggung,0.000,0.102,0.818,0.241,1.316,-,3.576,0.053,0.044,0.874,0.068,0.053,0.009,0.107,0.163,0.042,0.634,0.025,0.632,0.025,0.083,0.474,0.032,0.293,0.391,0.038,0.013,0.175,0.123,1.445,0.149,0.132,-
Kendal,0.000,0.204,0.884,0.372,0.724,-,4.268,0.125,0.133,1.067,0.172,0.217,0.028,0.249,0.677,0.057,0.528,0.051,0.661,0.269,0.241,0.809,0.045,0.672,0.337,0.251,0.079,0.150,0.146,2.058,0.183,0.493,-
Batang,0.000,0.105,1.121,0.443,1.259,-,6.085,0.111,0.233,1.630,0.126,0.415,0.016,0.179,0.556,0.050,0.745,0.055,1.074,0.610,0.419,0.630,0.070,0.501,0.343,0.078,0.016,0.306,0.077,1.402,0.200,0.616,-
Pekalongan,0.000,0.160,1.345,0.450,1.969,-,6.700,0.274,0.360,1.198,0.137,1.388,0.093,0.227,0.611,0.065,0.731,0.063,1.208,0.440,0.323,0.815,0.176,0.693,0.850,0.112,0.076,0.578,0.154,2.041,0.242,0.994,-
Pemalang,0.000,0.182,1.439,0.783,2.060,-,7.416,0.231,0.362,2.162,0.172,0.336,0.173,0.164,1.024,0.074,0.761,0.160,1.180,0.437,0.372,0.943,0.250,0.837,0.338,0.128,0.068,0.546,0.118,1.295,0.196,0.827,-
Tegal,0.000,0.260,1.083,0.632,1.981,-,5.468,0.253,0.195,2.639,0.137,0.136,0.262,0.179,0.908,0.078,0.690,0.072,0.979,0.319,0.324,0.619,0.335,0.778,0.490,0.159,0.063,0.261,0.117,0.793,0.204,0.629,-
Brebes,0.000,0.200,1.267,0.491,1.964,-,6.891,0.315,0.294,2.154,0.079,0.204,0.187,0.117,1.062,0.055,0.841,0.070,0.744,0.401,0.321,0.836,0.326,0.711,0.630,0.191,0.084,0.374,0.250,0.951,0.226,1.041,-
Kota Magelang,0.000,0.343,0.854,0.547,1.706,-,3.706,0.073,0.135,1.204,0.252,0.157,0.038,0.492,0.629,0.145,0.680,0.037,0.613,0.114,0.346,0.419,0.128,0.239,0.471,0.116,0.064,0.197,0.126,1.496,0.186,0.202,0.000
Kota Surakarta,0.000,0.516,0.955,0.345,1.068,-,4.767,0.139,0.361,1.153,0.327,1.586,0.080,0.832,1.300,0.153,0.694,0.109,0.828,0.278,0.863,0.579,0.125,0.262,0.697,0.337,0.278,0.124,0.120,2.781,0.199,0.784,0.001
Kota Salatiga,0.000,0.671,1.170,0.537,2.178,-,4.520,0.168,0.183,1.437,0.382,0.553,0.034,0.627,0.735,0.194,0.562,0.027,0.657,0.348,0.753,0.591,0.121,0.226,0.601,0.240,0.114,0.206,0.129,2.190,0.147,0.325,0.003
Kota Semarang,0.000,0.940,1.054,0.452,1.026,-,2.782,0.198,0.318,1.635,0.323,0.267,0.072,0.498,0.401,0.156,0.605,0.091,0.573,0.199,0.420,0.602,0.154,0.335,0.273,0.311,0.297,0.178,0.157,1.695,0.274,0.410,0.003
Kota Pekalongan,0.000,0.230,1.113,0.330,1.479,-,5.693,0.186,0.228,2.420,0.213,0.420,0.055,0.312,0.700,0.053,0.714,0.061,0.663,0.329,0.488,0.764,0.258,0.343,0.525,0.130,0.070,0.534,0.057,2.159,0.178,0.719,0.021
Kota Tegal,0.000,0.334,1.077,0.714,1.714,-,4.340,0.294,0.215,3.926,0.176,0.179,0.295,0.388,0.565,0.077,0.689,0.103,0.929,0.433,0.483,0.475,0.298,0.487,0.495,0.171,0.075,0.386,0.117,1.434,0.260,0.813,0.008
Kulon Progo,0.000,0.087,1.187,0.456,2.484,-,4.630,0.083,0.057,0.336,0.052,1.447,0.013,0.354,1.245,0.082,0.417,0.023,0.619,0.247,0.674,0.218,0.046,0.135,0.339,0.116,0.076,0.130,0.129,1.973,0.134,0.206,0.000
Bantul,0.000,0.259,1.228,0.535,2.254,-,3.985,0.096,0.190,1.641,0.132,0.505,0.033,0.506,0.775,0.160,0.594,0.029,0.888,0.511,0.946,0.364,0.113,0.375,0.674,0.140,0.142,0.125,0.155,2.084,0.232,0.500,0.002
Gunung Kidul,0.000,0.172,1.201,0.409,1.760,-,5.166,0.060,0.094,0.820,0.051,0.613,0.048,0.309,0.443,0.074,0.400,0.019,0.397,0.144,0.378,0.274,0.012,0.192,0.477,0.131,0.042,0.272,0.088,1.708,0.138,0.181,-
Sleman,0.000,0.501,1.655,0.850,2.758,-,5.222,0.149,0.253,0.873,0.257,1.464,0.071,0.553,1.306,0.183,0.698,0.039,1.014,0.559,1.112,0.645,0.142,0.319,0.660,0.324,0.164,0.099,0.117,2.128,0.262,0.457,0.007
Kota Yogyakarta,0.000,0.811,1.368,0.610,1.848,-,3.973,0.197,0.338,2.139,0.335,1.262,0.084,0.762,1.554,0.262,0.673,0.136,0.634,0.579,1.130,0.343,0.200,0.289,0.556,0.438,0.177,0.168,0.219,2.611,0.229,0.483,0.007
Pacitan,0.000,0.135,1.222,0.338,1.463,-,3.579,0.143,0.146,1.232,0.059,0.402,0.183,0.237,0.234,0.041,0.263,0.041,0.615,0.071,0.110,0.179,0.029,0.099,0.370,0.132,0.055,0.078,0.190,2.963,0.115,0.358,-
Ponorogo,0.000,0.199,0.837,0.441,1.862,-,4.889,0.100,0.787,0.759,0.096,0.703,0.064,0.511,0.471,0.104,0.559,0.038,0.685,0.035,0.231,0.211,0.022,0.054,0.422,0.072,0.074,0.143,0.107,2.797,0.139,0.489,0.000
Trenggalek,0.000,0.087,0.517,0.252,1.221,-,2.443,0.080,0.320,1.208,0.084,0.215,0.161,0.234,0.280,0.065,0.369,0.022,0.839,0.060,0.156,0.278,0.002,0.127,0.544,0.089,0.052,0.205,0.081,1.491,0.079,0.236,0.000
Tulungagung,0.000,0.206,0.641,0.411,1.305,-,2.815,0.068,0.515,0.479,0.268,0.191,0.156,0.383,0.482,0.179,0.739,0.060,0.761,0.110,0.279,0.620,0.026,0.080,0.233,0.149,0.076,0.271,0.076,1.179,0.165,0.317,-
Blitar,0.000,0.163,0.756,0.389,1.749,-,2.783,0.064,0.429,1.352,0.238,0.326,0.081,0.461,0.396,0.091,0.793,0.082,0.797,0.067,0.189,0.487,0.021,0.072,0.810,0.111,0.048,0.550,0.101,1.819,0.162,0.300,0.004
Kediri,0.000,0.196,0.867,0.431,1.463,-,3.558,0.142,0.584,0.846,0.265,0.597,0.166,0.290,0.494,0.093,0.754,0.121,1.117,0.049,0.214,0.722,0.031,0.383,0.553,0.172,0.046,0.196,0.094,2.232,0.199,0.643,0.005
Malang,0.000,0.205,0.706,0.326,1.298,-,2.436,0.048,0.268,0.875,0.212,0.250,0.076,0.361,0.188,0.065,1.041,0.047,0.762,0.089,0.155,0.422,0.033,0.123,0.552,0.315,0.031,0.363,0.251,1.598,0.210,0.234,0.002
Lumajang,0.000,0.126,0.696,0.243,1.268,-,2.740,0.103,0.239,0.253,0.203,0.372,0.128,0.223,0.102,0.107,0.711,0.056,0.790,0.075,0.118,0.398,0.005,0.085,0.671,0.054,0.024,0.113,0.129,1.072,0.146,0.363,-
Jember,0.000,0.288,0.815,0.307,1.161,-,2.838,0.056,0.281,0.357,0.179,0.501,0.078,0.273,0.251,0.062,0.903,0.171,0.940,0.076,0.184,0.696,0.025,0.068,0.649,0.173,0.041,0.207,0.144,1.023,0.246,0.639,0.001
Banyuwangi,0.000,0.159,0.887,0.306,1.411,-,3.010,0.074,0.350,0.588,0.242,0.528,0.122,0.334,0.317,0.070,0.669,0.077,0.916,0.238,0.167,0.550,0.020,0.060,0.846,0.189,0.083,0.318,0.158,0.997,0.195,0.723,0.000
Bondowoso,0.000,0.132,0.611,0.398,1.137,-,2.368,0.016,0.148,1.277,0.084,0.100,0.028,0.070,0.058,0.022,0.642,0.046,1.567,0.040,0.055,0.772,0.003,0.029,0.595,0.077,0.014,0.214,0.045,1.187,0.235,0.181,-
Situbondo,0.000,0.227,1.079,0.787,1.596,-,3.744,0.051,0.485,0.406,0.225,0.873,0.147,0.205,0.235,0.098,0.675,0.142,1.232,0.307,0.187,0.606,0.055,0.051,0.492,0.288,0.050,0.268,0.160,1.329,0.164,0.405,-
Probolinggo,0.000,0.229,1.250,0.349,0.756,-,2.643,0.019,0.243,0.319,0.157,0.405,0.105,0.188,0.099,0.045,0.664,0.175,1.948,0.128,0.098,0.894,0.013,0.066,0.861,0.143,0.031,0.154,0.147,1.260,0.233,0.845,0.001
Pasuruan,0.000,0.258,0.825,0.751,0.888,-,2.691,0.048,0.186,0.553,0.272,0.142,0.063,0.227,0.051,0.056,1.245,0.107,1.866,0.079,0.088,0.597,0.018,0.093,0.592,0.151,0.082,0.271,0.123,1.251,0.146,0.636,0.003
Sidoarjo,0.000,0.623,0.602,0.364,0.773,-,2.271,0.106,0.297,0.485,0.400,0.245,0.109,0.428,0.148,0.163,1.013,0.111,0.708,0.198,0.215,0.777,0.062,0.186,0.325,0.349,0.294,0.184,0.132,1.465,0.232,0.602,0.001
Mojokerto,0.000,0.339,0.667,0.650,1.300,-,3.503,0.078,0.272,0.497,0.369,0.245,0.109,0.310,0.160,0.074,0.964,0.170,1.058,0.149,0.126,1.297,0.025,0.137,1.058,0.247,0.154,0.248,0.199,1.544,0.268,0.822,0.001
Jombang,0.000,0.235,1.022,0.466,1.046,-,3.898,0.136,0.453,0.596,0.314,0.790,0.112,0.317,0.342,0.098,0.985,0.149,1.252,0.125,0.232,1.443,0.017,0.165,0.697,0.208,0.135,0.233,0.217,1.621,0.242,1.258,0.001
Nganjuk,0.000,0.178,0.788,0.189,0.973,-,3.441,0.050,0.575,0.939,0.207,0.586,0.097,0.106,0.301,0.060,0.779,0.042,0.986,0.061,0.088,0.474,0.009,0.149,0.470,0.130,0.107,0.115,0.125,1.766,0.190,0.707,-
Madiun,0.000,0.132,0.848,0.583,1.557,-,4.102,0.075,0.780,0.719,0.107,0.894,0.104,0.302,0.448,0.071,0.872,0.054,1.254,0.083,0.254,0.677,0.019,0.092,0.706,0.194,0.104,0.252,0.173,2.144,0.226,0.709,0.000
Magetan,0.000,0.175,0.992,0.418,1.365,-,3.610,0.084,0.925,0.749,0.176,0.623,0.112,0.404,0.567,0.066,0.763,0.039,1.008,0.069,0.280,0.587,0.045,0.124,0.900,0.146,0.070,0.098,0.210,2.375,0.148,0.718,0.001
Ngawi,0.000,0.116,0.956,0.330,1.486,-,4.099,0.104,0.438,0.915,0.130,0.405,0.184,0.236,0.407,0.047,0.527,0.064,0.831,0.053,0.176,0.582,0.034,0.127,0.893,0.120,0.129,0.167,0.160,1.825,0.140,0.948,-
Bojonegoro,0.000,0.210,0.714,0.377,1.428,-,4.877,0.066,0.412,0.779,0.343,0.367,0.322,0.187,0.341,0.083,0.967,0.083,0.606,0.065,0.112,1.093,0.020,0.259,0.834,0.161,0.224,0.210,0.168,1.919,0.214,1.116,0.000
Tuban,0.000,0.124,0.787,0.498,1.541,-,5.312,0.147,0.579,0.280,0.375,0.395,0.230,0.159,0.357,0.078,0.827,0.057,1.638,0.322,0.136,1.259,0.024,0.210,0.859,0.149,0.243,0.169,0.107,1.127,0.263,1.282,0.007
Lamongan,0.000,0.354,0.703,0.458,1.623,-,4.633,0.062,0.268,0.675,0.377,0.432,0.159,0.370,0.233,0.114,0.882,0.073,0.770,0.302,0.167,0.664,0.030,0.199,0.325,0.522,0.270,0.174,0.154,2.303,0.269,0.981,-
Gresik,0.000,0.298,0.994,0.506,1.628,-,4.818,0.111,0.498,0.638,0.417,0.202,0.221,0.477,0.137,0.107,1.216,0.142,0.940,0.234,0.221,0.869,0.057,0.320,0.417,0.442,0.424,0.303,0.195,3.017,0.288,1.257,0.001
Bangkalan,0.000,0.232,0.996,0.386,0.638,-,2.142,0.043,0.157,0.201,0.172,0.021,0.240,0.105,0.029,0.068,0.524,0.124,0.786,0.038,0.039,0.512,0.019,0.078,0.456,0.088,0.079,0.117,0.075,0.608,0.103,0.613,0.000
Sampang,0.000,0.120,0.935,0.184,0.609,-,2.267,0.036,0.292,0.617,0.110,0.161,0.240,0.158,0.019,0.031,0.310,0.028,1.019,0.014,0.036,0.395,0.005,0.018,3.621,0.320,0.069,0.078,0.182,0.588,0.101,0.429,-
Pamekasan,0.000,0.080,0.665,0.274,0.767,-,2.060,0.049,0.176,0.647,0.134,0.119,0.156,0.078,0.015,0.022,0.357,0.102,1.018,0.065,0.038,0.796,0.020,0.126,0.539,0.403,0.047,0.203,0.179,0.790,0.168,0.238,0.001
Sumenep,0.000,0.276,1.201,0.258,0.995,-,4.124,0.080,0.328,0.626,0.171,0.405,0.303,0.606,0.020,0.047,0.613,0.172,1.525,0.029,0.045,0.411,0.027,0.032,1.032,0.213,0.020,0.183,0.195,1.661,0.196,0.383,-
Kota Kediri,0.000,0.423,0.785,0.535,1.103,-,2.765,0.112,0.715,0.476,0.451,0.797,0.137,0.317,0.598,0.176,0.834,0.095,1.105,0.071,0.339,0.730,0.082,0.426,0.484,0.226,0.150,0.220,0.099,1.416,0.226,0.518,-
Kota Blitar,0.000,0.610,0.868,0.573,2.189,-,2.950,0.055,0.659,1.457,0.430,0.159,0.101,0.613,0.697,0.190,1.088,0.062,1.300,0.189,0.548,1.017,0.051,0.132,0.527,0.377,0.106,0.752,0.117,1.450,0.344,0.588,0.016
Kota Malang,0.000,0.713,0.731,0.463,1.086,-,2.000,0.064,0.267,0.597,0.396,0.937,0.045,0.428,0.412,0.174,0.957,0.079,0.616,0.218,0.400,0.315,0.060,0.114,0.423,0.243,0.144,0.270,0.165,1.029,0.214,0.182,0.001
Kota Probolinggo,0.000,0.445,0.858,0.285,0.925,-,2.439,0.043,0.246,0.413,0.332,0.202,0.040,0.209,0.094,0.120,0.803,0.032,0.748,0.168,0.104,0.475,0.019,0.171,0.451,0.206,0.190,0.229,0.035,0.982,0.207,0.737,-
Kota Pasuruan,0.000,0.402,1.099,0.402,1.206,-,2.493,0.032,0.321,1.013,0.450,0.252,0.093,0.316,0.169,0.153,1.283,0.087,0.979,0.299,0.159,0.770,0.042,0.077,0.977,0.223,0.198,0.190,0.088,1.597,0.198,0.911,0.002
Kota Mojokerto,0.000,0.456,0.679,0.241,0.886,-,3.110,0.063,0.335,0.638,0.444,0.490,0.072,0.295,0.257,0.099,0.897,0.057,0.837,0.157,0.257,1.455,0.037,0.087,0.364,0.109,0.341,0.445,0.098,1.230,0.197,0.411,0.008
Kota Madiun,0.000,0.621,1.154,0.341,1.988,-,2.932,0.280,1.063,0.914,0.362,1.615,0.098,0.467,0.665,0.175,0.830,0.113,0.996,0.150,0.523,0.676,0.170,0.197,0.484,0.401,0.329,0.230,0.099,1.571,0.253,0.663,0.006
Kota Surabaya,0.000,0.695,0.774,0.598,1.058,-,2.381,0.162,0.445,0.647,0.502,0.458,0.176,0.535,0.220,0.180,0.977,0.123,0.771,0.277,0.385,0.515,0.136,0.237,0.309,0.399,0.446,0.274,0.146,1.687,0.282,0.646,0.004
Kota Batu,0.000,0.500,1.175,0.514,1.342,-,1.857,0.173,0.328,0.616,0.476,0.147,0.065,0.593,0.218,0.162,1.389,0.108,0.882,0.058,0.295,0.491,0.063,0.184,0.453,0.231,0.041,0.365,0.161,1.601,0.335,0.161,0.002
Pandeglang,0.000,0.170,1.721,0.636,1.308,-,4.411,0.080,0.290,0.498,0.109,0.078,0.351,0.012,0.106,0.026,0.756,0.129,1.006,0.117,0.048,0.580,0.389,0.256,0.638,0.093,0.061,0.625,0.697,0.809,0.233,0.407,-
Lebak,0.000,0.220,1.493,0.759,0.539,-,4.439,0.094,0.162,0.471,0.122,0.191,0.078,0.008,0.092,0.031,0.838,0.194,1.019,0.080,0.057,0.370,0.477,0.167,0.439,0.159,0.045,0.229,0.423,1.254,0.241,0.607,-
Tangerang,0.000,0.435,1.493,0.527,1.191,-,3.487,0.279,0.310,1.145,0.264,0.133,0.462,0.106,0.169,0.079,0.708,0.135,0.653,0.161,0.214,0.687,0.442,0.575,0.217,0.267,0.267,0.347,0.308,0.818,0.226,0.648,0.000
Serang,0.000,0.137,1.617,0.413,0.727,-,4.910,0.155,0.229,0.788,0.142,0.232,0.350,0.037,0.068,0.044,1.045,0.124,0.842,0.099,0.059,0.406,0.425,0.513,0.296,0.341,0.173,0.192,0.375,0.854,0.367,1.140,-
Kota Tangerang,0.000,0.993,1.050,0.582,0.898,-,3.255,0.283,0.310,1.456,0.379,0.171,0.219,0.228,0.255,0.150,0.845,0.149,0.913,0.199,0.361,0.768,0.495,0.703,0.247,0.572,0.432,0.380,0.253,0.893,0.313,0.659,0.002
Kota Cilegon,0.000,0.434,1.087,0.555,0.827,-,3.739,0.334,0.229,1.079,0.317,0.075,0.203,0.075,0.098,0.135,1.043,0.207,0.847,0.104,0.186,0.747,0.414,0.958,0.403,0.304,0.414,0.111,0.173,0.836,0.356,1.760,0.004
Kota Serang,0.000,0.426,1.550,0.402,0.604,-,4.727,0.289,0.239,0.830,0.166,0.373,0.227,0.053,0.085,0.075,1.130,0.133,0.795,0.109,0.115,0.800,0.627,0.605,0.417,0.303,0.237,0.304,0.165,1.036,0.307,1.505,0.002
Kota Tangerang Selatan,0.000,1.131,1.011,0.456,0.919,-,2.687,0.259,0.308,1.069,0.348,0.210,0.229,0.206,0.155,0.094,0.801,0.175,0.619,0.134,0.312,0.568,0.646,0.502,0.250,0.465,0.279,0.329,0.293,1.045,0.339,0.509,0.001
Jembrana,0.000,0.280,2.062,0.411,1.988,-,1.931,0.068,0.147,1.694,0.081,0.079,0.214,0.132,0.175,0.108,0.423,0.035,1.320,0.134,0.168,0.479,0.006,0.018,0.199,0.359,0.136,0.311,0.189,0.648,0.257,1.159,0.008
Tabanan,0.000,0.366,2.069,0.247,2.952,-,1.990,0.130,0.287,1.358,0.188,0.096,0.153,0.090,0.182,0.127,0.920,0.077,0.728,0.052,0.254,0.624,0.233,0.009,0.427,0.377,0.096,0.590,0.343,0.913,0.265,0.607,0.003
Badung,0.000,0.526,1.699,0.380,2.632,-,1.962,0.250,0.160,2.128,0.399,0.239,0.198,0.194,0.306,0.204,0.922,0.106,0.776,0.132,0.320,0.603,0.235,0.096,0.527,0.609,0.297,0.598,0.331,1.099,0.339,0.609,0.037
Gianyar,0.000,0.310,2.023,0.408,2.325,-,1.802,0.253,0.115,1.796,0.325,0.066,0.301,0.090,0.398,0.161,0.687,0.093,1.316,0.081,0.244,0.834,0.290,0.014,0.615,0.349,0.066,0.472,0.453,0.980,0.261,0.938,0.017
Klungkung,0.000,0.451,1.762,0.255,2.463,-,1.921,0.188,0.566,1.377,0.278,0.054,0.412,0.118,0.270,0.174,0.839,0.118,1.184,0.092,0.244,0.365,0.350,0.039,0.289,0.453,0.084,0.286,0.213,0.593,0.307,0.833,0.039
Bangli,0.000,0.284,1.673,0.279,1.986,-,2.015,0.156,0.076,1.297,0.072,0.097,0.297,0.250,0.071,0.102,0.561,0.106,0.698,0.028,0.112,0.506,0.240,0.005,0.401,0.376,0.026,0.666,0.388,1.540,0.268,0.405,0.003
Karangasem,0.000,0.122,1.710,0.379,2.715,-,1.082,0.079,0.407,1.247,0.035,0.056,0.144,0.053,0.220,0.166,0.679,0.008,0.949,0.079,0.090,0.215,0.016,-,0.418,0.202,0.035,0.555,0.326,0.837,0.177,0.466,0.080
Buleleng,0.000,0.257,2.215,0.593,2.996,-,2.483,0.132,0.102,1.169,0.133,0.077,0.325,0.151,0.060,0.136,0.758,0.096,1.044,0.032,0.121,0.552,0.058,0.025,0.421,0.737,0.049,0.782,0.492,0.959,0.235,0.747,0.027
Kota Denpasar,0.000,0.916,1.736,0.494,2.688,-,1.781,0.195,0.177,2.586,0.415,0.291,0.143,0.255,0.418,0.240,0.879,0.065,0.647,0.187,0.411,0.704,0.177,0.085,0.421,0.876,0.443,0.461,0.377,1.048,0.313,0.630,0.014
Lombok Barat,0.000,0.304,1.628,0.442,2.108,-,3.249,0.088,0.321,1.030,0.088,0.346,0.086,0.144,0.479,0.037,0.354,0.144,1.189,0.151,0.346,0.703,0.022,0.010,2.147,0.418,0.066,0.688,0.303,0.968,0.254,1.435,0.011
Lombok Tengah,0.000,0.201,1.737,0.249,1.158,-,3.220,0.036,0.141,1.574,0.071,0.836,0.107,0.095,0.829,0.048,0.208,0.078,0.993,0.133,0.210,0.467,0.004,0.067,2.063,0.218,0.072,0.396,0.816,1.475,0.272,0.870,0.005
Lombok Timur,0.000,0.333,1.940,0.413,1.581,-,4.273,0.031,0.204,1.151,0.057,0.359,0.160,0.182,0.389,0.041,0.286,0.047,1.402,0.139,0.167,0.298,0.001,0.057,2.950,0.159,0.042,0.350,1.171,0.988,0.261,0.653,0.001
Sumbawa,0.000,0.456,1.824,0.315,1.176,-,2.510,0.027,0.260,1.006,0.086,0.201,0.019,0.081,0.171,0.051,0.585,0.151,0.847,0.207,0.123,0.365,0.005,0.023,0.529,0.258,0.149,0.737,0.591,0.492,0.241,0.142,0.001
Dompu,0.000,0.169,1.322,0.562,1.470,-,2.969,0.022,0.067,0.647,0.094,0.054,0.009,0.034,0.181,0.013,0.408,0.150,1.442,0.190,0.033,0.321,0.001,0.072,1.667,0.129,0.061,1.009,0.345,0.633,0.088,0.097,0.000
