Kabupaten/Kota,Rata-rata Konsumsi Perkapita Seminggu Menurut Kelompok Makanan dan Minuman Jadi Per Kabupaten/kota (Satuan Komoditas),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,MAKANAN DAN MINUMAN JADI,Roti tawar,"Roti manis, roti lainnya","Kue kering, biskuit, semprong","Kue basah (kue lapis, bika ambon, lemper, dsb)","Makanan gorengan (tahu, tempe, bakwan, pisang)",Makanan gorengan,Bubur kacang hijau,"Gado-gado, ketoprak, pecel",Nasi campur/rames,Nasi goreng,Nasi putih,Lontong/ketupat sayur,"Soto, gule, sop, rawon, cincang","Sayur matang (ditumis, disantan, dsb)","Sate, tongseng","Mie bakso, mie rebus, mie goreng",Mie instan,"Makanan ringan anak-anak, krupuk/kripik",Ikan matang,"Ayam/daging matang (ayam goreng, rendang, dsb)","Daging olahan matang (sosis, nugget, daging asap, dsb)",Bubur ayam,"Siomay, batagor",Makanan jadi lainnya,Air kemasan,Air kemasan galon,"Air teh kemasan, minuman bersoda/mengandung CO2","Sari buah kemasan, minuman kesehatan, minuman berenergi","Minuman jadi (kopi, kopi susu, teh, susu coklat, dsb)",Es krim,Es lainnya,Minuman keras
Kota Tasikmalaya,0.000,0.650,1.350,0.598,1.592,3.643,0.645,0.452,0.251,0.160,0.221,0.107,0.083,0.134,2.440,0.258,0.822,0.244,0.721,0.146,0.472,0.636,0.677,0.478,0.645,0.118,0.260,0.349,0.298,0.666,0.326,0.435,0.001
Kota Banjar,0.000,0.359,2.041,0.612,2.007,3.642,0.378,0.301,0.373,0.191,0.184,0.447,0.176,0.294,1.401,0.142,0.836,0.068,0.622,0.288,0.499,0.755,0.372,0.328,0.602,0.048,0.310,0.081,0.247,0.705,0.361,0.890,-
Cilacap,0.000,0.162,0.990,0.394,1.041,2.306,0.130,0.074,0.147,0.590,0.073,0.075,0.034,0.090,0.230,0.042,0.417,0.055,0.376,0.042,0.134,0.527,0.067,0.412,0.187,0.055,0.102,0.221,0.127,0.830,0.209,0.339,0.002
Banyumas,0.000,0.252,1.079,0.467,2.105,2.586,0.260,0.188,0.196,0.865,0.091,0.133,0.046,0.215,0.429,0.111,0.600,0.058,0.428,0.082,0.310,0.598,0.122,0.489,0.247,0.076,0.102,0.160,0.134,0.913,0.217,0.376,0.001
Purbalingga,0.000,0.134,0.874,0.325,1.213,1.582,0.175,0.112,0.150,0.706,0.049,0.192,0.025,0.112,0.385,0.061,0.518,0.026,0.468,0.057,0.304,0.740,0.075,0.468,0.297,0.071,0.043,0.153,0.079,0.655,0.258,0.149,-
Banjarnegara,0.000,0.067,0.643,0.301,1.251,3.034,0.249,0.124,0.038,0.888,0.074,0.252,0.023,0.046,0.327,0.054,0.401,0.052,0.681,0.032,0.336,0.742,0.086,0.338,0.511,0.059,0.034,0.114,0.116,1.184,0.214,0.125,-
Kebumen,0.000,0.193,0.953,0.397,1.370,2.373,0.075,0.076,0.111,1.015,0.089,0.158,0.027,0.095,0.385,0.071,0.394,0.025,0.620,0.091,0.221,0.465,0.053,0.378,0.261,0.055,0.079,0.164,0.088,1.508,0.193,0.463,-
Purworejo,0.000,0.147,1.250,0.528,1.679,2.142,0.237,0.089,0.102,0.595,0.069,0.608,0.055,0.153,0.693,0.047,0.350,0.028,0.473,0.067,0.447,0.416,0.067,0.264,0.175,0.091,0.070,0.124,0.045,1.380,0.127,0.297,0.000
Wonosobo,0.000,0.229,0.924,0.646,1.311,4.317,0.244,0.069,0.034,0.504,0.086,0.698,0.021,0.093,0.461,0.102,0.587,0.071,0.604,0.072,0.898,0.923,0.030,0.426,0.465,0.084,0.012,0.134,0.121,1.361,0.260,0.183,0.000
Magelang,0.000,0.179,0.922,0.339,1.483,3.342,0.246,0.069,0.047,0.508,0.095,0.307,0.016,0.186,0.408,0.074,0.515,0.093,0.492,0.057,0.293,0.473,0.105,0.183,0.462,0.052,0.022,0.113,0.124,1.240,0.219,0.139,0.000
Boyolali,0.000,0.161,0.737,0.341,0.642,2.881,0.173,0.077,0.071,0.783,0.115,0.556,0.063,0.435,0.463,0.048,0.446,0.030,0.671,0.052,0.290,0.583,0.103,0.505,0.264,0.128,0.078,0.113,0.122,1.606,0.125,0.424,-
Klaten,0.000,0.148,0.807,0.265,0.803,3.012,0.122,0.071,0.112,0.641,0.117,0.725,0.033,0.666,0.640,0.061,0.493,0.047,0.525,0.078,0.315,0.373,0.084,0.419,0.173,0.082,0.080,0.068,0.087,1.511,0.199,0.334,0.000
Sukoharjo,0.000,0.215,1.010,0.384,1.132,3.378,0.151,0.148,0.263,0.717,0.156,0.836,0.036,0.564,0.815,0.074,0.503,0.034,0.568,0.171,0.320,0.414,0.105,0.227,0.263,0.126,0.178,0.038,0.075,1.531,0.151,0.567,0.000
Wonogiri,0.000,0.117,0.952,0.369,0.829,2.257,0.107,0.093,0.254,0.639,0.118,1.013,0.016,0.387,0.661,0.073,0.486,0.085,0.413,0.076,0.174,0.335,0.047,0.166,0.153,0.074,0.049,0.046,0.102,0.981,0.165,0.159,-
Karanganyar,0.000,0.174,0.887,0.261,0.769,2.747,0.097,0.106,0.086,0.569,0.108,0.535,0.050,0.490,0.455,0.054,0.456,0.054,0.635,0.053,0.292,0.339,0.083,0.256,0.190,0.104,0.083,0.066,0.098,1.691,0.160,0.240,0.000
Sragen,0.000,0.156,0.947,0.317,0.915,3.087,0.074,0.128,0.203,0.713,0.150,0.179,0.122,0.500,0.326,0.124,0.521,0.058,0.924,0.028,0.266,0.668,0.078,0.539,0.228,0.217,0.225,0.050,0.045,1.529,0.176,0.479,0.008
Grobogan,0.000,0.140,0.634,0.519,0.728,3.226,0.063,0.100,0.315,0.910,0.111,0.207,0.460,0.109,0.345,0.047,0.582,0.082,1.112,0.046,0.216,0.977,0.033,0.526,0.166,0.167,0.393,0.137,0.082,1.290,0.209,0.557,0.002
Blora,0.000,0.118,0.830,0.425,1.348,3.665,0.198,0.122,0.434,1.372,0.151,0.469,0.165,0.129,0.538,0.048,0.651,0.054,1.378,0.080,0.447,1.775,0.023,0.388,0.404,0.070,0.305,0.142,0.099,2.415,0.265,0.646,0.000
Rembang,0.000,0.092,0.795,0.409,1.834,4.166,0.178,0.066,0.256,1.155,0.201,0.462,0.168,0.182,0.494,0.049,0.721,0.124,1.412,0.331,0.288,0.874,0.034,0.262,0.436,0.199,0.300,0.098,0.090,2.206,0.278,0.588,-
Pati,0.000,0.189,0.975,0.596,2.002,3.411,0.313,0.209,0.321,0.755,0.187,0.609,0.291,0.207,0.738,0.079,0.505,0.059,0.945,0.532,0.374,0.832,0.100,0.394,0.548,0.167,0.286,0.138,0.188,1.644,0.207,0.657,0.001
Kudus,0.000,0.320,0.625,0.310,0.860,2.324,0.060,0.092,0.263,0.597,0.188,0.746,0.136,0.245,0.642,0.074,0.498,0.073,0.652,0.384,0.301,1.238,0.048,0.312,0.190,0.116,0.165,0.123,0.117,1.489,0.229,0.364,-
Jepara,0.000,0.082,0.846,0.401,1.477,2.999,0.133,0.132,0.274,0.929,0.130,0.510,0.152,0.204,0.301,0.061,0.623,0.093,0.976,0.290,0.297,1.188,0.026,0.292,0.260,0.079,0.116,0.127,0.136,1.834,0.243,0.425,-
Demak,0.000,0.277,1.346,0.465,1.117,3.735,0.169,0.138,0.515,0.493,0.170,0.180,0.137,0.273,0.504,0.081,0.629,0.087,0.862,0.249,0.237,0.957,0.046,0.417,0.215,0.143,0.493,0.116,0.135,1.826,0.246,0.408,-
Semarang,0.000,0.275,0.749,0.361,1.010,2.798,0.229,0.052,0.072,0.780,0.120,0.323,0.033,0.281,0.423,0.086,0.450,0.030,0.615,0.052,0.244,0.725,0.067,0.296,0.411,0.122,0.051,0.147,0.165,1.388,0.235,0.185,0.002
Temanggung,0.000,0.111,0.772,0.382,1.303,2.625,0.108,0.055,0.025,0.672,0.073,0.086,0.018,0.087,0.154,0.072,0.594,0.085,0.609,0.033,0.169,0.979,0.027,0.274,0.276,0.052,0.012,0.114,0.120,1.114,0.247,0.096,-
Kendal,0.000,0.181,1.004,0.386,0.833,2.804,0.174,0.162,0.138,0.521,0.134,0.657,0.060,0.218,0.732,0.064,0.551,0.077,0.760,0.158,0.239,1.188,0.074,0.508,0.401,0.102,0.145,0.154,0.132,1.606,0.232,0.458,-
Batang,0.000,0.114,0.970,0.348,1.064,4.518,0.379,0.155,0.227,1.528,0.100,0.094,0.037,0.204,0.468,0.039,0.650,0.054,0.858,0.209,0.224,0.865,0.079,0.443,0.190,0.075,0.021,0.119,0.113,1.330,0.206,0.433,0.002
Pekalongan,0.000,0.162,1.176,0.674,2.027,5.668,0.298,0.163,0.316,0.939,0.175,0.656,0.085,0.199,0.909,0.077,0.707,0.066,1.137,0.453,0.534,0.952,0.162,0.537,0.420,0.096,0.060,0.364,0.107,1.736,0.222,0.870,0.001
Pemalang,0.000,0.269,1.344,0.666,1.729,5.384,0.154,0.178,0.287,1.781,0.116,0.173,0.168,0.167,1.054,0.049,0.787,0.033,1.144,0.354,0.374,1.318,0.204,0.609,0.297,0.102,0.127,0.286,0.097,1.023,0.225,0.807,-
Tegal,0.000,0.267,1.029,0.611,1.678,3.946,0.131,0.177,0.123,2.184,0.119,0.222,0.192,0.128,0.977,0.074,0.606,0.040,1.146,0.320,0.355,0.887,0.200,0.560,0.474,0.116,0.156,0.195,0.065,0.608,0.191,0.742,0.001
Brebes,0.000,0.133,1.258,0.748,1.782,5.453,0.404,0.239,0.199,1.845,0.124,0.113,0.148,0.118,1.180,0.068,0.913,0.117,1.125,0.347,0.383,1.334,0.288,0.647,0.317,0.134,0.145,0.290,0.243,1.006,0.205,0.957,0.003
Kota Magelang,0.000,0.570,1.013,0.475,1.281,2.688,0.223,0.073,0.138,0.674,0.340,0.302,0.031,0.407,0.864,0.136,0.601,0.087,0.473,0.153,0.499,0.481,0.209,0.185,0.252,0.154,0.088,0.132,0.074,1.105,0.222,0.178,0.008
Kota Surakarta,0.000,0.802,1.090,0.574,1.021,3.553,0.204,0.295,0.322,0.465,0.251,0.791,0.093,0.789,1.120,0.121,0.539,0.079,0.632,0.170,0.547,0.636,0.159,0.333,0.449,0.321,0.313,0.064,0.092,2.143,0.226,0.146,0.000
Kota Salatiga,0.000,0.651,1.263,0.567,2.050,2.717,0.545,0.090,0.108,0.741,0.267,0.567,0.013,0.404,0.759,0.169,0.444,0.038,0.759,0.184,0.845,0.367,0.103,0.216,0.557,0.139,0.124,0.113,0.194,1.303,0.245,0.208,0.000
Kota Semarang,0.000,0.541,0.612,0.340,0.691,2.102,0.201,0.123,0.172,0.852,0.300,0.628,0.055,0.401,0.531,0.105,0.418,0.105,0.507,0.181,0.382,0.514,0.098,0.261,0.165,0.266,0.349,0.077,0.065,1.236,0.196,0.266,0.000
Kota Pekalongan,0.000,0.426,1.210,0.710,1.479,5.556,0.503,0.226,0.200,2.063,0.242,0.498,0.065,0.311,0.899,0.133,0.585,0.076,0.734,0.490,0.619,0.920,0.238,0.339,0.625,0.138,0.134,0.201,0.119,1.650,0.248,0.669,-
Kota Tegal,0.000,0.223,0.973,0.517,1.557,3.481,0.286,0.401,0.243,2.948,0.258,0.125,0.395,0.217,0.467,0.127,0.693,0.107,0.649,0.371,0.385,0.597,0.327,0.619,0.311,0.201,0.053,0.180,0.086,1.525,0.233,0.363,-
Kulon Progo,0.000,0.176,0.821,0.603,2.250,2.722,0.160,0.123,0.071,0.398,0.064,0.677,0.029,0.181,0.829,0.065,0.399,0.024,0.446,0.184,0.480,0.288,0.074,0.144,0.221,0.073,0.077,0.097,0.080,1.087,0.116,0.084,-
Bantul,0.000,0.251,0.995,0.570,1.680,2.619,0.222,0.127,0.130,0.724,0.156,0.555,0.031,0.393,0.867,0.171,0.567,0.034,0.744,0.357,0.716,0.403,0.147,0.277,0.459,0.171,0.138,0.081,0.174,1.444,0.248,0.460,0.001
Gunung Kidul,0.000,0.092,1.054,0.375,1.301,3.322,0.094,0.064,0.049,0.632,0.044,0.315,0.010,0.131,0.295,0.056,0.317,0.042,0.505,0.099,0.212,0.299,0.017,0.189,0.171,0.084,0.044,0.154,0.121,1.199,0.120,0.084,-
Sleman,0.000,0.517,1.359,0.800,2.040,3.229,0.184,0.219,0.190,0.666,0.178,0.964,0.056,0.458,1.154,0.187,0.562,0.097,0.968,0.315,0.825,0.567,0.214,0.236,0.236,0.137,0.106,0.118,0.142,1.398,0.267,0.315,0.000
Kota Yogyakarta,0.000,0.514,1.017,0.517,1.433,2.349,0.228,0.166,0.206,0.775,0.242,0.398,0.054,0.503,0.793,0.144,0.567,0.046,0.568,0.260,0.640,0.381,0.169,0.247,0.265,0.160,0.169,0.070,0.126,1.264,0.207,0.382,0.002
Pacitan,0.000,0.080,0.659,0.370,1.265,1.829,0.105,0.072,0.137,1.030,0.046,0.056,0.135,0.278,0.129,0.029,0.243,0.051,0.382,0.125,0.060,0.187,0.016,0.137,0.127,0.050,0.039,0.082,0.060,2.417,0.126,0.085,0.000
Ponorogo,0.000,0.286,0.933,0.410,1.422,2.984,0.272,0.125,0.504,0.484,0.108,0.574,0.049,0.375,0.416,0.083,0.531,0.083,0.463,0.040,0.289,0.382,0.041,0.126,0.364,0.086,0.108,0.137,0.097,2.065,0.177,0.336,0.000
Trenggalek,0.000,0.093,0.499,0.291,1.118,1.739,0.127,0.124,0.138,0.824,0.098,0.419,0.176,0.282,0.306,0.034,0.437,0.042,0.542,0.076,0.187,0.241,0.012,0.130,0.162,0.102,0.049,0.136,0.060,1.351,0.204,0.149,-
Tulungagung,0.000,0.119,0.720,0.367,1.415,2.074,0.110,0.129,0.420,0.344,0.316,0.336,0.193,0.336,0.309,0.098,0.665,0.105,0.425,0.079,0.283,0.225,0.052,0.139,0.130,0.170,0.097,0.338,0.112,1.507,0.234,0.209,0.000
Blitar,0.000,0.082,0.546,0.370,1.330,1.694,0.271,0.066,0.273,0.978,0.217,0.470,0.074,0.443,0.347,0.061,0.743,0.118,0.621,0.060,0.252,0.575,0.022,0.116,0.536,0.080,0.050,0.340,0.130,1.215,0.193,0.281,0.001
Kediri,0.000,0.158,0.682,0.457,1.289,2.159,0.289,0.145,0.441,0.664,0.285,0.382,0.179,0.364,0.398,0.092,0.764,0.138,0.708,0.064,0.196,0.283,0.031,0.239,0.275,0.091,0.033,0.180,0.091,1.223,0.254,0.455,-
Malang,0.000,0.170,0.571,0.333,1.121,1.311,0.078,0.049,0.141,0.507,0.172,0.204,0.055,0.278,0.134,0.076,0.845,0.036,0.617,0.026,0.151,0.543,0.016,0.125,0.263,0.072,0.041,0.137,0.117,1.048,0.248,0.144,0.000
Lumajang,0.000,0.219,0.639,0.407,1.628,1.982,0.157,0.106,0.314,0.274,0.251,0.611,0.196,0.417,0.165,0.072,0.686,0.061,0.678,0.097,0.294,0.510,0.030,0.146,0.488,0.110,0.055,0.118,0.215,1.017,0.212,0.363,0.001
Jember,0.000,0.171,0.693,0.362,1.420,2.070,0.326,0.055,0.251,0.362,0.187,0.494,0.089,0.318,0.259,0.062,0.741,0.108,0.847,0.059,0.221,0.988,0.014,0.102,0.486,0.143,0.060,0.120,0.115,1.068,0.250,0.475,0.001
Banyuwangi,0.000,0.142,1.011,0.532,1.613,2.279,0.185,0.104,0.266,0.246,0.241,0.453,0.112,0.353,0.280,0.066,0.635,0.108,1.020,0.127,0.265,0.784,0.023,0.075,0.569,0.191,0.126,0.304,0.180,1.066,0.253,0.514,0.003
Bondowoso,0.000,0.151,0.449,0.429,1.369,0.978,0.078,0.015,0.078,0.905,0.092,0.145,0.027,0.169,0.056,0.025,0.590,0.058,1.255,0.015,0.093,1.015,0.004,0.059,0.477,0.172,0.015,0.067,0.066,0.824,0.186,0.142,-
Situbondo,0.000,0.227,0.936,0.527,1.497,2.523,0.230,0.050,0.308,0.188,0.203,0.477,0.094,0.192,0.198,0.080,0.541,0.061,1.301,0.196,0.129,0.146,0.061,0.059,0.312,0.166,0.027,0.173,0.169,1.065,0.151,0.306,-
Probolinggo,0.000,0.125,0.744,0.596,1.079,1.746,0.344,0.019,0.165,0.383,0.153,0.399,0.064,0.307,0.107,0.059,0.594,0.051,1.390,0.144,0.133,0.700,0.004,0.065,0.671,0.079,0.026,0.190,0.145,1.103,0.231,0.606,0.001
Pasuruan,0.000,0.242,0.858,0.445,0.713,1.869,0.221,0.045,0.147,0.175,0.248,0.722,0.070,0.306,0.311,0.074,0.941,0.129,1.072,0.340,0.195,0.701,0.012,0.079,0.326,0.154,0.078,0.125,0.073,1.221,0.270,0.411,0.000
Sidoarjo,0.000,0.558,0.520,0.273,0.596,1.117,0.356,0.083,0.188,0.296,0.375,0.252,0.066,0.237,0.092,0.099,0.681,0.094,0.463,0.097,0.189,0.716,0.070,0.117,0.327,0.220,0.329,0.141,0.095,0.925,0.203,0.491,0.000
Mojokerto,0.000,0.315,0.728,0.612,1.211,2.321,0.225,0.137,0.230,0.331,0.389,0.277,0.106,0.213,0.091,0.082,0.844,0.089,1.226,0.168,0.239,0.721,0.038,0.159,0.593,0.193,0.194,0.168,0.133,0.987,0.306,0.438,0.002
Jombang,0.000,0.260,0.822,0.359,1.086,2.253,0.470,0.155,0.277,0.302,0.311,0.776,0.119,0.320,0.358,0.086,0.839,0.152,0.896,0.120,0.283,0.824,0.038,0.198,0.838,0.209,0.208,0.177,0.151,1.256,0.322,0.618,-
Nganjuk,0.000,0.088,0.446,0.249,0.823,1.512,0.163,0.071,0.345,0.544,0.199,0.464,0.107,0.190,0.280,0.047,0.788,0.039,1.042,0.033,0.193,0.885,0.021,0.124,0.466,0.093,0.197,0.085,0.072,1.087,0.240,0.372,0.000
Madiun,0.000,0.077,0.914,0.446,1.231,2.854,0.170,0.063,0.472,0.569,0.136,0.834,0.086,0.246,0.402,0.054,0.751,0.060,0.936,0.075,0.228,0.598,0.018,0.082,0.431,0.092,0.100,0.099,0.147,1.629,0.226,0.417,0.000
Magetan,0.000,0.167,0.676,0.619,1.328,2.822,0.097,0.125,0.602,0.427,0.154,0.567,0.146,0.415,0.316,0.071,0.761,0.078,1.085,0.040,0.250,0.554,0.060,0.109,0.579,0.074,0.077,0.088,0.106,1.807,0.239,0.283,0.003
Ngawi,0.000,0.024,0.778,0.178,1.321,3.004,0.044,0.129,0.468,0.533,0.088,0.242,0.117,0.266,0.349,0.030,0.535,0.029,0.622,0.048,0.214,0.933,0.025,0.158,0.423,0.091,0.167,0.109,0.136,1.515,0.147,0.752,-
Bojonegoro,0.000,0.141,0.537,0.216,1.231,2.721,0.075,0.101,0.277,0.330,0.262,0.241,0.351,0.121,0.275,0.052,0.730,0.084,0.502,0.056,0.129,0.501,0.032,0.184,0.506,0.057,0.266,0.099,0.070,1.200,0.240,0.766,-
Tuban,0.000,0.229,0.813,0.516,1.976,3.623,0.254,0.113,0.434,0.338,0.319,0.484,0.251,0.169,0.432,0.109,0.619,0.083,1.180,0.235,0.195,1.493,0.018,0.257,0.558,0.113,0.311,0.148,0.075,0.997,0.244,1.164,0.005
Lamongan,0.000,0.181,0.687,0.489,1.197,3.158,0.303,0.135,0.267,0.179,0.342,0.481,0.132,0.298,0.200,0.082,0.833,0.114,0.788,0.116,0.191,1.053,0.025,0.185,0.316,0.236,0.429,0.099,0.086,1.729,0.304,0.792,0.001
Gresik,0.000,0.367,0.522,0.326,0.789,2.613,0.217,0.084,0.256,0.259,0.369,0.262,0.112,0.253,0.102,0.121,0.746,0.147,0.640,0.220,0.249,0.731,0.053,0.360,0.325,0.315,0.497,0.098,0.095,1.540,0.233,0.452,0.003
Bangkalan,0.000,0.137,0.738,0.215,0.766,1.730,0.125,0.116,0.289,0.147,0.211,0.092,0.187,0.140,0.049,0.068,0.409,0.075,0.716,0.067,0.066,0.511,0.042,0.073,0.557,0.234,0.074,0.147,0.091,0.836,0.108,0.395,-
Sampang,0.000,0.075,0.596,0.223,0.621,1.860,0.143,0.026,0.228,0.451,0.092,0.062,0.268,0.080,0.010,0.040,0.228,0.017,0.651,0.011,0.029,0.705,0.002,0.022,0.809,0.289,0.056,0.138,0.167,0.481,0.138,0.303,-
Pamekasan,0.000,0.131,0.746,0.481,1.056,1.689,0.150,0.054,0.141,0.704,0.117,0.087,0.106,0.140,0.028,0.019,0.313,0.056,1.065,0.063,0.075,0.889,0.015,0.106,0.438,0.291,0.023,0.142,0.070,0.874,0.233,0.279,0.001
Sumenep,0.000,0.357,1.569,0.606,2.608,4.081,0.366,0.186,0.523,0.994,0.291,1.023,0.306,0.781,0.368,0.107,0.502,0.191,1.482,0.302,0.286,0.835,0.109,0.091,0.690,0.663,0.057,0.282,0.141,2.124,0.268,0.506,0.000
Kota Kediri,0.000,0.528,0.765,0.377,1.529,2.487,0.342,0.194,0.523,0.654,0.456,0.696,0.204,0.350,0.645,0.126,0.793,0.075,0.770,0.140,0.407,0.757,0.106,0.315,0.572,0.123,0.149,0.172,0.124,1.550,0.204,0.445,-
Kota Blitar,0.000,0.385,0.585,0.418,1.980,2.064,0.191,0.060,0.554,0.991,0.302,0.713,0.067,0.301,0.650,0.157,0.816,0.022,1.086,0.076,0.535,0.610,0.047,0.113,0.384,0.200,0.115,0.358,0.137,1.056,0.219,0.371,0.001
Kota Malang,0.000,0.595,0.539,0.356,0.952,1.142,0.232,0.072,0.190,0.307,0.327,0.185,0.056,0.267,0.163,0.115,0.604,0.083,0.365,0.061,0.254,0.197,0.078,0.130,0.289,0.180,0.164,0.107,0.106,0.648,0.206,0.120,-
Kota Probolinggo,0.000,0.366,0.785,0.305,0.983,1.375,0.320,0.038,0.272,0.371,0.335,0.285,0.069,0.192,0.078,0.141,0.668,0.024,0.475,0.100,0.159,0.442,0.023,0.196,0.336,0.150,0.242,0.221,0.054,0.675,0.277,0.494,0.000
Kota Pasuruan,0.000,0.386,0.880,0.606,1.322,1.871,0.161,0.056,0.281,0.582,0.428,0.515,0.066,0.351,0.231,0.149,1.085,0.082,1.328,0.425,0.435,0.954,0.059,0.067,0.652,0.160,0.294,0.188,0.050,1.405,0.290,1.110,0.000
Kota Mojokerto,0.000,0.610,0.705,0.421,0.823,2.263,0.236,0.049,0.339,0.552,0.382,0.710,0.053,0.381,0.343,0.130,0.747,0.079,0.681,0.213,0.413,0.955,0.042,0.126,0.368,0.179,0.455,0.109,0.033,1.074,0.267,0.359,0.000
Kota Madiun,0.000,0.727,0.980,0.300,1.355,2.401,0.268,0.264,0.787,0.716,0.392,0.820,0.116,0.411,0.507,0.183,0.741,0.071,0.458,0.144,0.503,0.482,0.106,0.237,0.296,0.177,0.456,0.169,0.226,1.184,0.222,0.378,0.000
Kota Surabaya,0.000,0.642,0.503,0.352,0.989,1.703,0.198,0.178,0.325,0.372,0.379,0.374,0.143,0.379,0.165,0.202,0.712,0.070,0.682,0.135,0.306,0.802,0.151,0.250,0.194,0.309,0.475,0.166,0.168,1.048,0.273,0.525,0.002
Kota Batu,0.000,0.405,0.809,0.417,1.074,1.162,0.118,0.106,0.191,0.501,0.340,0.244,0.045,0.297,0.189,0.148,0.855,0.038,0.814,0.048,0.237,0.388,0.043,0.197,0.140,0.126,0.058,0.205,0.109,1.332,0.271,0.121,0.001
Pandeglang,0.000,0.089,0.989,0.515,1.141,2.847,0.161,0.097,0.179,0.349,0.093,0.451,0.256,0.017,0.273,0.031,0.526,0.072,0.945,0.243,0.040,0.567,0.312,0.181,0.403,0.069,0.064,0.265,0.268,1.121,0.196,0.443,-
Lebak,0.000,0.098,1.552,0.783,0.805,3.625,0.327,0.098,0.150,0.471,0.137,0.488,0.073,0.019,0.150,0.045,0.861,0.350,1.118,0.228,0.127,0.488,0.295,0.097,0.596,0.267,0.048,0.359,0.482,1.438,0.336,0.726,0.000
Tangerang,0.000,0.397,1.234,0.385,1.307,3.306,0.128,0.275,0.330,1.371,0.267,0.107,0.320,0.113,0.188,0.106,0.681,0.143,0.625,0.138,0.247,0.902,0.495,0.444,0.216,0.396,0.314,0.195,0.237,1.049,0.283,0.803,-
Serang,0.000,0.191,1.506,0.401,0.609,3.675,0.077,0.139,0.199,0.889,0.127,0.096,0.281,0.038,0.069,0.054,0.815,0.135,0.841,0.050,0.054,0.637,0.341,0.380,0.260,0.265,0.225,0.187,0.232,0.668,0.308,1.049,0.001
Kota Tangerang,0.000,1.212,0.873,0.409,0.788,1.950,0.182,0.291,0.285,0.866,0.304,0.191,0.245,0.232,0.193,0.119,0.604,0.070,0.599,0.093,0.315,0.693,0.441,0.495,0.158,0.382,0.500,0.139,0.218,0.710,0.345,0.502,0.001
Kota Cilegon,0.000,0.491,1.337,0.818,0.813,3.121,0.392,0.224,0.245,0.734,0.160,0.140,0.308,0.074,0.127,0.105,0.762,0.079,0.973,0.083,0.197,0.772,0.294,0.636,0.406,0.285,0.488,0.274,0.186,0.531,0.315,1.251,0.007
Kota Serang,0.000,0.373,1.627,0.413,0.560,4.064,0.221,0.255,0.203,1.075,0.216,0.182,0.252,0.053,0.110,0.064,0.854,0.253,0.754,0.052,0.059,0.715,0.520,0.508,0.558,0.480,0.355,0.181,0.155,0.864,0.356,1.372,-
Kota Tangerang Selatan,0.000,0.967,0.903,0.287,0.902,1.956,0.077,0.311,0.309,0.576,0.297,0.132,0.256,0.236,0.204,0.135,0.547,0.062,0.490,0.088,0.283,0.497,0.519,0.399,0.148,0.167,0.336,0.189,0.162,0.560,0.270,0.281,0.001
Jembrana,0.000,0.187,1.811,0.709,2.201,1.543,0.026,0.072,0.134,1.093,0.100,0.054,0.243,0.133,0.262,0.092,0.461,0.049,1.595,0.067,0.213,0.721,0.034,0.025,0.062,0.210,0.206,0.200,0.127,0.444,0.237,0.881,0.000
Tabanan,0.000,0.455,1.403,0.343,1.846,1.639,0.087,0.212,0.088,0.464,0.190,0.218,0.211,0.098,0.145,0.145,0.441,0.094,0.743,0.064,0.177,0.541,0.310,0.046,0.114,0.235,0.094,0.196,0.204,0.811,0.200,0.165,0.001
Badung,0.000,0.465,1.383,0.288,1.864,1.600,0.102,0.329,0.222,0.842,0.299,0.109,0.159,0.183,0.146,0.227,0.530,0.067,0.590,0.059,0.225,0.582,0.325,0.104,0.244,0.352,0.322,0.312,0.186,0.780,0.263,0.536,0.009
Gianyar,0.000,0.519,1.467,0.712,2.212,1.600,0.017,0.368,0.187,1.114,0.265,0.035,0.214,0.112,0.279,0.186,0.625,0.105,1.350,0.036,0.204,0.975,0.390,0.043,0.359,0.247,0.070,0.461,0.486,1.003,0.330,0.548,0.014
Klungkung,0.000,0.270,1.331,0.413,1.718,1.348,0.008,0.143,0.218,0.868,0.136,0.138,0.199,0.049,0.124,0.093,0.573,0.030,0.653,0.016,0.102,0.232,0.400,0.021,0.179,0.216,0.120,0.127,0.171,0.457,0.189,0.342,0.006
Bangli,0.000,0.296,1.504,0.464,1.984,1.716,0.114,0.198,0.138,0.960,0.101,0.033,0.251,0.227,0.105,0.090,0.398,0.068,1.085,0.008,0.085,0.694,0.316,0.003,0.123,0.365,0.053,0.319,0.417,1.084,0.223,0.236,0.008
Karangasem,0.000,0.107,1.438,0.250,2.013,0.981,0.027,0.067,0.256,0.802,0.034,0.024,0.159,0.078,0.109,0.127,0.472,0.042,0.625,0.010,0.069,0.362,0.022,0.001,0.102,0.160,0.015,0.280,0.228,0.681,0.169,0.364,0.061
Buleleng,0.000,0.339,1.226,0.276,2.170,1.912,0.135,0.233,0.133,0.633,0.123,0.116,0.236,0.153,0.121,0.110,0.478,0.100,0.590,0.023,0.069,0.540,0.073,0.012,0.167,0.941,0.034,0.319,0.249,0.886,0.232,0.547,0.025
Kota Denpasar,0.000,0.964,1.425,0.548,2.401,1.529,0.081,0.261,0.151,0.883,0.287,0.157,0.114,0.222,0.168,0.219,0.518,0.034,0.668,0.092,0.227,0.489,0.217,0.106,0.170,0.332,0.483,0.274,0.207,0.431,0.303,0.441,0.003
